order_id,product_id,quantity,unit_price,discount
ORD000514,PROD0277,4,668.68,0.15
ORD015524,PROD0105,1,813.74,0.0
ORD000166,PROD0087,5,2381.84,0.05
ORD009320,PROD0225,4,670.12,0.05
ORD012917,PROD0243,2,4498.92,0.0
ORD006610,PROD0107,1,416.19,0.0
ORD005904,PROD0193,4,3394.61,0.1
ORD006290,PROD0032,5,1792.53,0.05
ORD004666,PROD0162,4,377.71,0.1
ORD006424,PROD0228,1,1012.55,0.0
ORD011805,PROD0227,3,663.99,0.15
ORD001899,PROD0070,4,2065.33,0.0
ORD000745,PROD0011,1,569.66,0.05
ORD008329,PROD0219,1,1088.5,0.15
ORD016092,PROD0004,4,1005.11,0.05
ORD011705,PROD0134,5,938.67,0.15
ORD000259,PROD0188,5,5555.06,0.0
ORD013835,PROD0167,3,2511.68,0.0
ORD002957,PROD0297,3,359.44,0.1
ORD003494,PROD0056,3,1815.37,0.15
ORD013116,PROD0087,2,2381.84,0.0
ORD007763,PROD0183,3,606.73,0.15
ORD005994,PROD0161,5,1467.22,0.2
ORD012579,PROD0151,4,938.09,0.0
ORD009415,PROD0153,4,192.77,0.0
ORD008229,PROD0290,2,3732.41,0.0
ORD008884,PROD0156,1,1302.29,0.0
ORD010052,PROD0159,5,2084.31,0.15
ORD000612,PROD0273,3,1884.45,0.0
ORD001078,PROD0274,4,356.93,0.05
ORD006761,PROD0222,2,803.44,0.1
ORD012644,PROD0215,5,496.9,0.0
ORD002822,PROD0064,5,706.46,0.2
ORD009030,PROD0184,3,734.18,0.0
ORD005835,PROD0048,5,2692.11,0.1
ORD014653,PROD0046,1,423.5,0.2
ORD017020,PROD0088,2,255.81,0.1
ORD015194,PROD0014,5,596.75,0.1
ORD006922,PROD0268,3,1593.82,0.0
ORD000490,PROD0137,3,445.2,0.1
ORD004202,PROD0264,3,409.67,0.0
ORD007911,PROD0129,5,2715.49,0.0
ORD000924,PROD0204,1,1064.24,0.1
ORD011353,PROD0266,2,1066.97,0.1
ORD005030,PROD0278,5,1418.31,0.0
ORD015510,PROD0292,2,526.18,0.1
ORD011050,PROD0255,4,2724.93,0.05
ORD008912,PROD0079,5,1557.75,0.1
ORD014246,PROD0235,2,1069.09,0.15
ORD006192,PROD0249,2,4012.64,0.05
ORD015069,PROD0238,4,1179.28,0.1
ORD002632,PROD0190,1,1494.94,0.15
ORD008441,PROD0068,4,2579.6,0.2
ORD006034,PROD0010,1,1326.68,0.05
ORD012202,PROD0261,4,1950.36,0.0
ORD011450,PROD0185,5,592.37,0.05
ORD014559,PROD0117,1,1622.14,0.0
ORD007108,PROD0029,5,1224.14,0.0
ORD009504,PROD0229,4,251.37,0.1
ORD003256,PROD0175,2,2260.04,0.0
ORD009080,PROD0245,1,258.37,0.05
ORD008182,PROD0145,4,2107.82,0.05
ORD010949,PROD0231,2,1734.21,0.1
ORD009853,PROD0253,5,3782.92,0.05
ORD010956,PROD0095,5,853.11,0.2
ORD004150,PROD0225,4,670.12,0.2
ORD000344,PROD0033,3,726.59,0.15
ORD005396,PROD0209,1,4636.93,0.0
ORD011235,PROD0056,2,1815.37,0.0
ORD005894,PROD0255,4,2724.93,0.1
ORD003657,PROD0094,3,1585.84,0.1
ORD002830,PROD0139,2,624.58,0.05
ORD015352,PROD0187,4,2575.23,0.0
ORD013107,PROD0130,3,1402.05,0.05
ORD014692,PROD0207,3,4103.55,0.05
ORD011190,PROD0205,2,315.35,0.1
ORD016455,PROD0290,1,3732.41,0.0
ORD001250,PROD0067,4,1836.4,0.05
ORD005593,PROD0164,5,1896.67,0.0
ORD016282,PROD0038,3,1310.24,0.0
ORD013236,PROD0224,4,4037.97,0.05
ORD011534,PROD0140,3,4498.4,0.15
ORD004060,PROD0135,2,1098.25,0.15
ORD009610,PROD0209,4,4636.93,0.1
ORD006537,PROD0180,5,374.36,0.0
ORD015323,PROD0177,2,1733.37,0.1
ORD009904,PROD0152,2,3664.43,0.1
ORD001814,PROD0187,5,2575.23,0.15
ORD014909,PROD0142,3,536.55,0.2
ORD014998,PROD0016,4,2382.58,0.1
ORD001597,PROD0006,5,997.09,0.1
ORD002655,PROD0229,2,251.37,0.05
ORD012195,PROD0153,1,192.77,0.0
ORD008641,PROD0121,2,1762.91,0.05
ORD017816,PROD0047,3,743.87,0.1
ORD012317,PROD0179,5,608.27,0.1
ORD013990,PROD0032,4,1792.53,0.0
ORD016399,PROD0173,3,1893.36,0.0
ORD005956,PROD0184,3,734.18,0.1
ORD015848,PROD0105,2,813.74,0.0
ORD005213,PROD0053,3,499.98,0.1
ORD005715,PROD0295,1,450.65,0.15
ORD007004,PROD0090,5,1416.42,0.05
ORD012167,PROD0171,2,619.82,0.05
ORD010020,PROD0298,4,392.05,0.15
ORD009054,PROD0189,2,260.5,0.2
ORD016127,PROD0265,2,709.86,0.05
ORD006246,PROD0216,2,2535.43,0.05
ORD000206,PROD0095,4,853.11,0.05
ORD006628,PROD0238,4,1179.28,0.0
ORD016367,PROD0265,1,709.86,0.05
ORD004758,PROD0059,4,3884.69,0.15
ORD010501,PROD0219,5,1088.5,0.05
ORD014867,PROD0165,3,1341.44,0.2
ORD017937,PROD0094,4,1585.84,0.15
ORD015406,PROD0192,2,2094.72,0.0
ORD011297,PROD0051,5,257.94,0.15
ORD008524,PROD0091,5,402.26,0.0
ORD005339,PROD0056,2,1815.37,0.05
ORD000804,PROD0151,1,938.09,0.05
ORD007523,PROD0077,4,372.07,0.15
ORD004771,PROD0072,4,4756.76,0.1
ORD012781,PROD0016,1,2382.58,0.1
ORD006200,PROD0087,1,2381.84,0.1
ORD008734,PROD0189,2,260.5,0.15
ORD014269,PROD0026,4,926.18,0.0
ORD001785,PROD0030,3,1536.54,0.15
ORD001748,PROD0210,4,539.67,0.2
ORD007164,PROD0018,5,1106.42,0.15
ORD002727,PROD0295,4,450.65,0.15
ORD007585,PROD0045,3,1204.82,0.15
ORD006094,PROD0038,5,1310.24,0.0
ORD007702,PROD0292,3,526.18,0.1
ORD009914,PROD0219,2,1088.5,0.1
ORD002770,PROD0262,5,1081.48,0.05
ORD000372,PROD0277,1,668.68,0.0
ORD005409,PROD0132,1,1663.98,0.1
ORD015998,PROD0276,3,1150.97,0.2
ORD013364,PROD0063,5,453.52,0.1
ORD005143,PROD0113,2,495.12,0.05
ORD003612,PROD0234,5,1884.98,0.05
ORD012000,PROD0111,4,843.13,0.0
ORD012216,PROD0049,2,474.29,0.15
ORD008129,PROD0229,2,251.37,0.0
ORD001639,PROD0156,4,1302.29,0.05
ORD008573,PROD0262,4,1081.48,0.05
ORD011788,PROD0030,2,1536.54,0.0
ORD000942,PROD0166,5,655.43,0.1
ORD015782,PROD0224,4,4037.97,0.05
ORD014486,PROD0076,1,1911.33,0.2
ORD004158,PROD0028,1,740.62,0.2
ORD011811,PROD0254,4,1021.7,0.05
ORD000455,PROD0056,5,1815.37,0.05
ORD005779,PROD0266,4,1066.97,0.1
ORD003743,PROD0138,2,2041.26,0.0
ORD010237,PROD0066,1,705.54,0.1
ORD008277,PROD0185,5,592.37,0.1
ORD014568,PROD0292,2,526.18,0.1
ORD005238,PROD0045,4,1204.82,0.0
ORD007565,PROD0287,5,1180.58,0.0
ORD013951,PROD0252,1,1091.64,0.15
ORD008936,PROD0096,5,830.36,0.0
ORD005540,PROD0022,4,174.42,0.1
ORD002376,PROD0144,3,1097.89,0.0
ORD000310,PROD0173,1,1893.36,0.05
ORD003005,PROD0108,3,1195.6,0.2
ORD005209,PROD0208,1,1605.39,0.05
ORD011562,PROD0244,5,1140.3,0.1
ORD013713,PROD0070,4,2065.33,0.0
ORD010767,PROD0144,2,1097.89,0.05
ORD001925,PROD0087,2,2381.84,0.05
ORD010961,PROD0130,4,1402.05,0.0
ORD002804,PROD0029,1,1224.14,0.05
ORD007742,PROD0044,4,2277.54,0.05
ORD003005,PROD0281,3,5213.75,0.2
ORD000470,PROD0172,5,3513.98,0.15
ORD009359,PROD0024,3,3557.69,0.0
ORD005075,PROD0298,3,392.05,0.0
ORD017163,PROD0013,1,2230.9,0.0
ORD013378,PROD0107,4,416.19,0.2
ORD006548,PROD0012,5,2384.44,0.05
ORD000757,PROD0027,1,5305.88,0.05
ORD003959,PROD0241,4,215.23,0.05
ORD005069,PROD0170,2,1486.76,0.0
ORD008350,PROD0217,2,748.27,0.05
ORD011889,PROD0072,1,4756.76,0.05
ORD002420,PROD0249,1,4012.64,0.1
ORD015691,PROD0267,3,1411.95,0.2
ORD016301,PROD0276,5,1150.97,0.1
ORD009359,PROD0064,5,706.46,0.2
ORD001151,PROD0249,4,4012.64,0.0
ORD005374,PROD0081,4,2207.21,0.0
ORD009763,PROD0269,4,528.68,0.05
ORD011023,PROD0060,2,511.57,0.0
ORD000375,PROD0279,3,1760.62,0.05
ORD014888,PROD0232,1,480.05,0.1
ORD017583,PROD0114,4,983.9,0.1
ORD015776,PROD0126,4,648.87,0.2
ORD012871,PROD0163,3,703.11,0.05
ORD005505,PROD0300,5,2550.36,0.1
ORD001755,PROD0122,4,768.92,0.1
ORD004986,PROD0284,5,1551.66,0.15
ORD002387,PROD0010,5,1326.68,0.05
ORD006310,PROD0235,4,1069.09,0.05
ORD006259,PROD0192,5,2094.72,0.0
ORD006121,PROD0252,4,1091.64,0.15
ORD003918,PROD0132,1,1663.98,0.0
ORD000124,PROD0235,3,1069.09,0.15
ORD005836,PROD0033,4,726.59,0.05
ORD016857,PROD0202,4,1039.91,0.15
ORD002056,PROD0060,4,511.57,0.2
ORD013175,PROD0026,5,926.18,0.15
ORD017382,PROD0152,1,3664.43,0.0
ORD017763,PROD0055,1,1758.65,0.1
ORD008010,PROD0253,2,3782.92,0.1
ORD007502,PROD0042,1,5997.9,0.15
ORD000075,PROD0180,2,374.36,0.1
ORD015351,PROD0072,3,4756.76,0.0
ORD010879,PROD0095,2,853.11,0.1
ORD013477,PROD0291,2,859.37,0.15
ORD013906,PROD0026,1,926.18,0.05
ORD012371,PROD0128,2,414.27,0.1
ORD014384,PROD0160,1,2652.37,0.1
ORD004627,PROD0116,4,435.35,0.2
ORD014175,PROD0274,1,356.93,0.1
ORD004339,PROD0206,4,512.36,0.0
ORD004002,PROD0147,2,1277.67,0.0
ORD007266,PROD0098,2,1788.67,0.15
ORD016889,PROD0213,2,475.42,0.05
ORD017326,PROD0053,5,499.98,0.0
ORD017334,PROD0247,3,1013.19,0.0
ORD007100,PROD0105,1,813.74,0.15
ORD000809,PROD0241,3,215.23,0.0
ORD012148,PROD0011,2,569.66,0.0
ORD014886,PROD0035,1,914.62,0.05
ORD016868,PROD0100,1,1535.02,0.0
ORD003040,PROD0165,2,1341.44,0.05
ORD016170,PROD0233,3,865.79,0.0
ORD017465,PROD0056,4,1815.37,0.05
ORD006493,PROD0265,3,709.86,0.0
ORD004505,PROD0135,3,1098.25,0.05
ORD013217,PROD0198,4,1910.21,0.05
ORD010221,PROD0263,4,754.46,0.2
ORD006008,PROD0011,4,569.66,0.1
ORD001963,PROD0193,2,3394.61,0.0
ORD014644,PROD0094,5,1585.84,0.1
ORD009956,PROD0149,2,231.51,0.15
ORD000056,PROD0216,5,2535.43,0.05
ORD016696,PROD0101,3,3596.1,0.2
ORD014174,PROD0037,3,1059.57,0.15
ORD009673,PROD0245,3,258.37,0.0
ORD012392,PROD0160,4,2652.37,0.1
ORD004590,PROD0040,1,5448.94,0.0
ORD014951,PROD0088,1,255.81,0.0
ORD010264,PROD0231,4,1734.21,0.15
ORD005559,PROD0007,4,838.82,0.1
ORD004482,PROD0093,3,2481.82,0.05
ORD000505,PROD0086,5,1292.77,0.15
ORD011139,PROD0237,1,1008.9,0.0
ORD016689,PROD0005,2,5350.44,0.0
ORD006879,PROD0201,4,1107.62,0.05
ORD017838,PROD0218,2,852.15,0.0
ORD009123,PROD0218,4,852.15,0.05
ORD010082,PROD0076,1,1911.33,0.0
ORD017737,PROD0227,5,663.99,0.2
ORD002133,PROD0105,1,813.74,0.15
ORD006534,PROD0232,3,480.05,0.0
ORD015141,PROD0118,2,437.61,0.1
ORD002054,PROD0016,3,2382.58,0.05
ORD005310,PROD0279,2,1760.62,0.15
ORD015815,PROD0081,1,2207.21,0.15
ORD009971,PROD0105,4,813.74,0.1
ORD011579,PROD0242,2,1251.99,0.15
ORD002595,PROD0213,3,475.42,0.05
ORD013420,PROD0284,2,1551.66,0.05
ORD010187,PROD0037,2,1059.57,0.0
ORD001908,PROD0283,5,1585.65,0.05
ORD010948,PROD0046,2,423.5,0.15
ORD011747,PROD0071,2,1519.69,0.0
ORD012795,PROD0039,2,748.33,0.1
ORD002335,PROD0195,5,525.15,0.1
ORD012126,PROD0127,4,1166.2,0.0
ORD017816,PROD0177,5,1733.37,0.05
ORD013334,PROD0169,2,2484.01,0.0
ORD016365,PROD0175,5,2260.04,0.0
ORD003709,PROD0260,1,2453.91,0.05
ORD014700,PROD0061,1,1808.63,0.15
ORD012526,PROD0038,5,1310.24,0.15
ORD003671,PROD0186,3,324.33,0.15
ORD015825,PROD0197,2,774.0,0.0
ORD010033,PROD0209,2,4636.93,0.1
ORD001583,PROD0083,2,1558.0,0.1
ORD002745,PROD0267,1,1411.95,0.0
ORD010807,PROD0087,4,2381.84,0.0
ORD016855,PROD0154,2,611.42,0.05
ORD009152,PROD0214,1,285.7,0.05
ORD007104,PROD0061,2,1808.63,0.15
ORD006506,PROD0252,5,1091.64,0.2
ORD005946,PROD0009,4,419.4,0.05
ORD001902,PROD0037,1,1059.57,0.2
ORD017471,PROD0154,3,611.42,0.2
ORD015011,PROD0058,1,5552.05,0.1
ORD004987,PROD0079,1,1557.75,0.1
ORD000454,PROD0084,4,787.16,0.05
ORD011604,PROD0159,4,2084.31,0.15
ORD006194,PROD0064,1,706.46,0.15
ORD004527,PROD0220,4,1249.15,0.2
ORD017623,PROD0251,4,1056.88,0.1
ORD002692,PROD0171,5,619.82,0.0
ORD016381,PROD0001,1,2228.63,0.0
ORD001985,PROD0041,1,566.23,0.05
ORD012862,PROD0049,1,474.29,0.0
ORD013055,PROD0196,2,624.67,0.15
ORD005930,PROD0256,2,895.23,0.1
ORD003348,PROD0058,2,5552.05,0.0
ORD008676,PROD0220,2,1249.15,0.1
ORD010387,PROD0028,1,740.62,0.05
ORD016308,PROD0092,5,2466.2,0.1
ORD000116,PROD0056,1,1815.37,0.0
ORD015823,PROD0019,3,2132.91,0.1
ORD005544,PROD0281,4,5213.75,0.0
ORD005702,PROD0043,1,950.69,0.05
ORD006845,PROD0062,1,1731.8,0.15
ORD006164,PROD0191,5,425.27,0.15
ORD002752,PROD0275,3,1740.08,0.05
ORD016181,PROD0015,5,768.6,0.2
ORD010518,PROD0019,3,2132.91,0.1
ORD012877,PROD0267,5,1411.95,0.15
ORD014601,PROD0011,2,569.66,0.1
ORD003162,PROD0230,4,1187.41,0.15
ORD000685,PROD0235,4,1069.09,0.15
ORD000457,PROD0179,2,608.27,0.15
ORD005166,PROD0242,3,1251.99,0.15
ORD009821,PROD0258,3,814.14,0.05
ORD008590,PROD0059,1,3884.69,0.2
ORD001266,PROD0093,1,2481.82,0.1
ORD003792,PROD0079,4,1557.75,0.0
ORD017355,PROD0052,5,1103.19,0.15
ORD009111,PROD0285,3,1253.77,0.0
ORD013895,PROD0169,3,2484.01,0.05
ORD002846,PROD0049,4,474.29,0.1
ORD003987,PROD0161,5,1467.22,0.05
ORD016775,PROD0117,3,1622.14,0.15
ORD016863,PROD0014,3,596.75,0.0
ORD015060,PROD0033,4,726.59,0.1
ORD013945,PROD0015,4,768.6,0.1
ORD015808,PROD0023,3,529.99,0.0
ORD017161,PROD0211,3,1092.8,0.0
ORD017515,PROD0262,5,1081.48,0.05
ORD010616,PROD0283,2,1585.65,0.1
ORD013336,PROD0140,3,4498.4,0.0
ORD003334,PROD0091,4,402.26,0.15
ORD005037,PROD0299,1,3528.34,0.15
ORD006989,PROD0055,2,1758.65,0.0
ORD017189,PROD0281,1,5213.75,0.0
ORD009834,PROD0065,2,298.49,0.1
ORD000243,PROD0094,1,1585.84,0.05
ORD012794,PROD0202,4,1039.91,0.15
ORD009225,PROD0264,3,409.67,0.1
ORD003993,PROD0138,1,2041.26,0.1
ORD007880,PROD0254,4,1021.7,0.1
ORD009688,PROD0064,2,706.46,0.15
ORD017235,PROD0265,4,709.86,0.2
ORD000711,PROD0237,4,1008.9,0.0
ORD000181,PROD0111,2,843.13,0.15
ORD000108,PROD0217,1,748.27,0.1
ORD005391,PROD0085,2,2361.96,0.2
ORD003511,PROD0105,2,813.74,0.15
ORD006831,PROD0205,5,315.35,0.2
ORD002658,PROD0277,2,668.68,0.1
ORD009250,PROD0077,1,372.07,0.1
ORD006536,PROD0012,5,2384.44,0.1
ORD008357,PROD0165,4,1341.44,0.05
ORD005884,PROD0099,2,550.57,0.05
ORD011051,PROD0252,5,1091.64,0.05
ORD003021,PROD0247,3,1013.19,0.2
ORD012329,PROD0063,4,453.52,0.1
ORD004195,PROD0068,3,2579.6,0.2
ORD007862,PROD0046,5,423.5,0.15
ORD001792,PROD0028,2,740.62,0.05
ORD013822,PROD0075,1,993.75,0.0
ORD017543,PROD0219,4,1088.5,0.1
ORD002949,PROD0033,5,726.59,0.15
ORD014901,PROD0152,2,3664.43,0.05
ORD009191,PROD0240,5,1736.87,0.0
ORD009246,PROD0185,1,592.37,0.15
ORD015396,PROD0160,4,2652.37,0.0
ORD008137,PROD0211,5,1092.8,0.05
ORD004462,PROD0194,2,2044.13,0.1
ORD014530,PROD0104,2,917.71,0.1
ORD013005,PROD0063,5,453.52,0.0
ORD009516,PROD0213,1,475.42,0.2
ORD011500,PROD0075,2,993.75,0.1
ORD012656,PROD0173,1,1893.36,0.1
ORD017328,PROD0212,2,936.47,0.05
ORD014090,PROD0271,3,1034.8,0.05
ORD012514,PROD0048,1,2692.11,0.0
ORD007326,PROD0122,1,768.92,0.2
ORD011451,PROD0068,4,2579.6,0.1
ORD014573,PROD0230,5,1187.41,0.0
ORD002605,PROD0031,5,2790.09,0.0
ORD007569,PROD0122,1,768.92,0.0
ORD015050,PROD0190,4,1494.94,0.1
ORD004332,PROD0105,3,813.74,0.05
ORD001488,PROD0052,4,1103.19,0.05
ORD002772,PROD0114,2,983.9,0.1
ORD011850,PROD0240,5,1736.87,0.15
ORD000739,PROD0119,4,1545.4,0.15
ORD011801,PROD0153,5,192.77,0.15
ORD014691,PROD0206,4,512.36,0.1
ORD002156,PROD0060,2,511.57,0.15
ORD003509,PROD0168,1,1759.17,0.15
ORD017055,PROD0169,1,2484.01,0.1
ORD016680,PROD0036,2,2265.4,0.1
ORD004046,PROD0187,1,2575.23,0.2
ORD015837,PROD0227,4,663.99,0.05
ORD007031,PROD0139,5,624.58,0.05
ORD012906,PROD0028,2,740.62,0.1
ORD010307,PROD0015,5,768.6,0.0
ORD012037,PROD0143,4,2026.75,0.1
ORD016293,PROD0061,2,1808.63,0.2
ORD009901,PROD0158,5,1130.19,0.2
ORD003848,PROD0256,4,895.23,0.05
ORD017394,PROD0201,4,1107.62,0.05
ORD006711,PROD0142,1,536.55,0.0
ORD013615,PROD0262,4,1081.48,0.05
ORD007434,PROD0244,3,1140.3,0.1
ORD013604,PROD0293,5,1136.47,0.2
ORD007787,PROD0097,4,2244.75,0.05
ORD012155,PROD0093,2,2481.82,0.2
ORD003462,PROD0002,4,1122.65,0.15
ORD011778,PROD0160,2,2652.37,0.15
ORD005233,PROD0203,1,1208.94,0.15
ORD007245,PROD0025,1,585.99,0.0
ORD003043,PROD0065,4,298.49,0.0
ORD013671,PROD0274,3,356.93,0.2
ORD007209,PROD0090,1,1416.42,0.05
ORD016064,PROD0005,3,5350.44,0.05
ORD014423,PROD0005,1,5350.44,0.0
ORD012419,PROD0140,5,4498.4,0.05
ORD011851,PROD0129,5,2715.49,0.15
ORD006507,PROD0265,3,709.86,0.1
ORD017043,PROD0059,2,3884.69,0.2
ORD001172,PROD0132,2,1663.98,0.2
ORD002195,PROD0266,2,1066.97,0.05
ORD010496,PROD0181,5,218.55,0.15
ORD004963,PROD0107,4,416.19,0.15
ORD012476,PROD0284,4,1551.66,0.0
ORD017015,PROD0111,3,843.13,0.0
ORD016159,PROD0233,1,865.79,0.05
ORD009663,PROD0054,4,1149.11,0.1
ORD003441,PROD0035,5,914.62,0.2
ORD014189,PROD0264,3,409.67,0.1
ORD015501,PROD0110,1,2045.64,0.05
ORD014326,PROD0117,4,1622.14,0.05
ORD004679,PROD0033,2,726.59,0.1
ORD016180,PROD0249,3,4012.64,0.05
ORD001168,PROD0091,4,402.26,0.2
ORD011148,PROD0121,1,1762.91,0.0
ORD000022,PROD0300,4,2550.36,0.05
ORD011976,PROD0136,4,4655.74,0.05
ORD006315,PROD0057,4,1480.61,0.15
ORD004529,PROD0267,1,1411.95,0.05
ORD014171,PROD0251,5,1056.88,0.05
ORD012014,PROD0049,4,474.29,0.2
ORD001945,PROD0190,5,1494.94,0.15
ORD008158,PROD0129,3,2715.49,0.15
ORD000336,PROD0149,2,231.51,0.0
ORD005450,PROD0038,1,1310.24,0.05
ORD005833,PROD0041,1,566.23,0.0
ORD012085,PROD0124,2,7033.68,0.0
ORD003767,PROD0079,1,1557.75,0.1
ORD005645,PROD0241,1,215.23,0.1
ORD006443,PROD0033,3,726.59,0.1
ORD005586,PROD0089,2,390.25,0.2
ORD005624,PROD0074,5,701.79,0.1
ORD016335,PROD0269,2,528.68,0.1
ORD012608,PROD0041,3,566.23,0.15
ORD014370,PROD0202,4,1039.91,0.2
ORD014674,PROD0169,4,2484.01,0.05
ORD005348,PROD0037,3,1059.57,0.05
ORD007842,PROD0071,3,1519.69,0.1
ORD017795,PROD0178,3,1006.65,0.15
ORD009022,PROD0191,3,425.27,0.05
ORD004482,PROD0039,5,748.33,0.0
ORD017340,PROD0137,2,445.2,0.05
ORD011372,PROD0004,4,1005.11,0.15
ORD013535,PROD0009,2,419.4,0.05
ORD006428,PROD0037,3,1059.57,0.1
ORD010671,PROD0271,2,1034.8,0.1
ORD013907,PROD0090,5,1416.42,0.0
ORD004025,PROD0003,3,2931.9,0.15
ORD007461,PROD0028,1,740.62,0.15
ORD013785,PROD0063,5,453.52,0.15
ORD010018,PROD0079,2,1557.75,0.15
ORD000469,PROD0005,2,5350.44,0.0
ORD003801,PROD0122,1,768.92,0.15
ORD012411,PROD0119,1,1545.4,0.1
ORD016053,PROD0068,3,2579.6,0.15
ORD007374,PROD0109,4,315.2,0.0
ORD012608,PROD0218,5,852.15,0.1
ORD017324,PROD0267,4,1411.95,0.1
ORD016304,PROD0023,2,529.99,0.05
ORD002412,PROD0048,1,2692.11,0.2
ORD009467,PROD0098,1,1788.67,0.2
ORD014812,PROD0049,1,474.29,0.0
ORD010876,PROD0267,5,1411.95,0.05
ORD000354,PROD0071,3,1519.69,0.05
ORD000153,PROD0167,2,2511.68,0.0
ORD011913,PROD0245,1,258.37,0.2
ORD009452,PROD0104,2,917.71,0.1
ORD013804,PROD0022,1,174.42,0.05
ORD001844,PROD0111,2,843.13,0.0
ORD010911,PROD0194,4,2044.13,0.1
ORD016324,PROD0091,5,402.26,0.0
ORD014437,PROD0154,2,611.42,0.1
ORD001691,PROD0075,5,993.75,0.1
ORD004880,PROD0276,4,1150.97,0.1
ORD009874,PROD0207,2,4103.55,0.0
ORD001739,PROD0229,5,251.37,0.0
ORD013487,PROD0003,1,2931.9,0.15
ORD013810,PROD0239,1,3878.85,0.2
ORD016172,PROD0176,2,890.34,0.2
ORD007576,PROD0248,5,581.51,0.05
ORD004908,PROD0200,3,1906.63,0.05
ORD012870,PROD0281,3,5213.75,0.0
ORD015033,PROD0282,4,1059.41,0.05
ORD006799,PROD0236,1,1243.22,0.0
ORD011777,PROD0051,4,257.94,0.2
ORD011731,PROD0040,3,5448.94,0.0
ORD015025,PROD0237,3,1008.9,0.05
ORD002097,PROD0113,5,495.12,0.1
ORD013820,PROD0114,2,983.9,0.05
ORD000865,PROD0193,1,3394.61,0.15
ORD010868,PROD0218,4,852.15,0.0
ORD014018,PROD0244,1,1140.3,0.15
ORD002559,PROD0143,3,2026.75,0.0
ORD010086,PROD0287,1,1180.58,0.0
ORD013471,PROD0098,3,1788.67,0.1
ORD003647,PROD0034,1,1106.13,0.1
ORD012157,PROD0188,5,5555.06,0.1
ORD016720,PROD0265,3,709.86,0.05
ORD002147,PROD0150,2,1469.35,0.15
ORD010523,PROD0013,5,2230.9,0.0
ORD008184,PROD0282,1,1059.41,0.1
ORD012748,PROD0123,1,2787.07,0.2
ORD008034,PROD0151,5,938.09,0.05
ORD016371,PROD0240,2,1736.87,0.05
ORD002742,PROD0048,4,2692.11,0.0
ORD011252,PROD0166,4,655.43,0.1
ORD014409,PROD0154,2,611.42,0.1
ORD015066,PROD0010,4,1326.68,0.0
ORD013863,PROD0089,1,390.25,0.1
ORD011606,PROD0137,4,445.2,0.05
ORD010724,PROD0168,5,1759.17,0.1
ORD006028,PROD0175,5,2260.04,0.1
ORD016492,PROD0157,4,1342.68,0.1
ORD017154,PROD0102,4,1726.73,0.15
ORD003411,PROD0028,3,740.62,0.0
ORD008515,PROD0178,4,1006.65,0.0
ORD012088,PROD0161,2,1467.22,0.1
ORD016837,PROD0194,1,2044.13,0.2
ORD013266,PROD0125,2,1338.46,0.1
ORD006236,PROD0227,4,663.99,0.0
ORD014011,PROD0275,4,1740.08,0.1
ORD007570,PROD0269,4,528.68,0.0
ORD017376,PROD0267,4,1411.95,0.2
ORD011594,PROD0157,1,1342.68,0.0
ORD014594,PROD0106,2,770.07,0.0
ORD004446,PROD0056,1,1815.37,0.05
ORD009792,PROD0261,3,1950.36,0.05
ORD017807,PROD0068,4,2579.6,0.0
ORD015860,PROD0130,2,1402.05,0.15
ORD010002,PROD0291,5,859.37,0.15
ORD001314,PROD0026,1,926.18,0.05
ORD003418,PROD0072,1,4756.76,0.1
ORD005375,PROD0225,4,670.12,0.05
ORD008669,PROD0011,5,569.66,0.1
ORD016137,PROD0212,1,936.47,0.1
ORD010774,PROD0009,5,419.4,0.15
ORD017522,PROD0034,1,1106.13,0.2
ORD011979,PROD0253,5,3782.92,0.0
ORD004829,PROD0179,3,608.27,0.05
ORD012004,PROD0208,3,1605.39,0.0
ORD017936,PROD0271,5,1034.8,0.0
ORD007465,PROD0140,1,4498.4,0.1
ORD011322,PROD0196,1,624.67,0.05
ORD011080,PROD0199,3,919.06,0.05
ORD000671,PROD0107,4,416.19,0.2
ORD004658,PROD0176,5,890.34,0.15
ORD004708,PROD0063,5,453.52,0.05
ORD000157,PROD0284,5,1551.66,0.0
ORD010062,PROD0113,2,495.12,0.1
ORD004597,PROD0074,3,701.79,0.05
ORD014555,PROD0047,1,743.87,0.1
ORD011251,PROD0232,5,480.05,0.05
ORD004198,PROD0273,4,1884.45,0.15
ORD000034,PROD0026,1,926.18,0.05
ORD012051,PROD0064,4,706.46,0.2
ORD007799,PROD0090,4,1416.42,0.05
ORD006655,PROD0263,5,754.46,0.1
ORD017739,PROD0222,1,803.44,0.0
ORD001348,PROD0263,2,754.46,0.1
ORD001311,PROD0003,5,2931.9,0.05
ORD005502,PROD0092,3,2466.2,0.1
ORD006945,PROD0161,2,1467.22,0.15
ORD005022,PROD0140,1,4498.4,0.15
ORD014309,PROD0150,4,1469.35,0.15
ORD006781,PROD0141,2,526.7,0.0
ORD011842,PROD0229,3,251.37,0.05
ORD017507,PROD0044,4,2277.54,0.0
ORD001632,PROD0130,3,1402.05,0.0
ORD010450,PROD0161,3,1467.22,0.2
ORD004430,PROD0186,4,324.33,0.2
ORD008917,PROD0132,5,1663.98,0.1
ORD001242,PROD0196,1,624.67,0.1
ORD008842,PROD0225,3,670.12,0.05
ORD014970,PROD0056,1,1815.37,0.1
ORD005349,PROD0092,2,2466.2,0.1
