order_id,customer_id,order_date,payment_method,order_status
ORD004813,CUST08387,2024-04-19,UPI,Delivered
ORD004814,CUST08208,2026-04-08,Debit Card,Delivered
ORD004815,CUST03153,2024-06-15,Debit Card,Delivered
ORD004816,CUST03675,2025-05-12,Debit Card,Delivered
ORD004817,CUST05770,2025-08-02,COD,Delivered
ORD004818,CUST06837,2026-01-18,Net Banking,Delivered
ORD004819,CUST06209,2025-03-02,Credit Card,Delivered
ORD004820,CUST11826,2025-01-18,Debit Card,Delivered
ORD004821,CUST04381,2025-03-01,Net Banking,Delivered
ORD004822,CUST08338,2026-02-22,Credit Card,Delivered
ORD004823,CUST09632,2026-06-07,Net Banking,Delivered
ORD004824,CUST01899,2024-09-23,Debit Card,Returned
ORD004825,CUST03745,2025-08-22,Net Banking,Delivered
ORD004826,CUST09686,2025-12-18,Net Banking,Delivered
ORD004827,CUST01899,2024-12-25,Net Banking,Delivered
ORD004828,CUST06411,2024-03-03,Debit Card,Cancelled
ORD004829,CUST10900,2026-08-25,UPI,Delivered
ORD004830,CUST05832,2025-01-09,UPI,Delivered
ORD004831,CUST06435,2025-04-22,Net Banking,Delivered
ORD004832,CUST08272,2024-10-13,Debit Card,Delivered
ORD004833,CUST07788,2025-03-29,Net Banking,Delivered
ORD004834,CUST05597,2024-10-06,UPI,Delivered
ORD004835,CUST01186,2025-11-25,COD,Cancelled
ORD004836,CUST05625,2026-06-15,COD,Delivered
ORD004837,CUST03060,2026-07-22,Net Banking,Delivered
ORD004838,CUST11469,2025-05-26,UPI,Delivered
ORD004839,CUST06968,2026-08-09,COD,Delivered
ORD004840,CUST11213,2025-11-16,COD,Delivered
ORD004841,CUST03935,2025-04-13,Net Banking,Delivered
ORD004842,CUST01438,2024-05-13,Net Banking,Delivered
ORD004843,CUST10361,2026-04-26,UPI,Returned
ORD004844,CUST05104,2026-07-16,Credit Card,Returned
ORD004845,CUST11929,2026-04-29,COD,Delivered
ORD004846,CUST08030,2026-05-28,Credit Card,Delivered
ORD004847,CUST08650,2026-05-13,COD,Delivered
ORD004848,CUST02274,2025-10-13,COD,Delivered
ORD004849,CUST11524,2026-08-28,COD,Delivered
ORD004850,CUST05695,2024-02-03,Net Banking,Delivered
ORD004851,CUST02326,2024-03-06,Credit Card,Cancelled
ORD004852,CUST07993,2024-06-20,Debit Card,Delivered
ORD004853,CUST05814,2026-05-03,Net Banking,Delivered
ORD004854,CUST02052,2025-06-16,COD,Delivered
ORD004855,CUST07361,2025-12-10,Credit Card,Pending
ORD004856,CUST09983,2024-01-06,Credit Card,Delivered
ORD004857,CUST03376,2026-02-18,UPI,Delivered
ORD004858,CUST00151,2025-10-05,Net Banking,Delivered
ORD004859,CUST10246,2025-06-02,Debit Card,Delivered
ORD004860,CUST08051,2025-08-10,UPI,Cancelled
ORD004861,CUST11717,2026-01-03,Credit Card,Delivered
ORD004862,CUST10176,2026-04-20,UPI,Delivered
ORD004863,CUST07383,2025-06-02,COD,Delivered
ORD004864,CUST01766,2024-08-27,Net Banking,Delivered
ORD004865,CUST07495,2024-02-16,Debit Card,Pending
ORD004866,CUST11909,2026-02-28,Debit Card,Pending
ORD004867,CUST04001,2024-06-03,Credit Card,Delivered
ORD004868,CUST09114,2024-09-08,UPI,Delivered
ORD004869,CUST00955,2026-01-08,Debit Card,Delivered
ORD004870,CUST00085,2025-07-03,Debit Card,Delivered
ORD004871,CUST08610,2024-03-28,COD,Delivered
ORD004872,CUST10954,2024-09-26,COD,Returned
ORD004873,CUST08898,2025-11-10,Credit Card,Delivered
ORD004874,CUST11534,2024-12-21,UPI,Delivered
ORD004875,CUST05366,2025-12-17,COD,Delivered
ORD004876,CUST08565,2025-09-04,UPI,Delivered
ORD004877,CUST01095,2024-04-25,Credit Card,Delivered
ORD004878,CUST03274,2024-02-19,Net Banking,Cancelled
ORD004879,CUST07519,2025-04-03,Credit Card,Delivered
ORD004880,CUST09096,2024-02-01,Net Banking,Delivered
ORD004881,CUST04865,2026-04-16,COD,Delivered
ORD004882,CUST04317,2024-07-27,Debit Card,Delivered
ORD004883,CUST01183,2024-07-12,Credit Card,Cancelled
ORD004884,CUST05328,2024-03-27,UPI,Returned
ORD004885,CUST10478,2024-09-17,UPI,Delivered
ORD004886,CUST02899,2025-09-25,Net Banking,Delivered
ORD004887,CUST09946,2026-03-18,UPI,Returned
ORD004888,CUST10942,2025-11-08,COD,Delivered
ORD004889,CUST04490,2026-08-25,Net Banking,Delivered
ORD004890,CUST10002,2025-04-19,Debit Card,Delivered
ORD004891,CUST05093,2026-02-04,Credit Card,Returned
ORD004892,CUST10589,2024-07-08,Net Banking,Delivered
ORD004893,CUST08514,2024-09-14,COD,Delivered
ORD004894,CUST01204,2026-03-18,Net Banking,Pending
ORD004895,CUST03672,2025-05-19,COD,Pending
ORD004896,CUST07550,2025-05-18,Net Banking,Delivered
ORD004897,CUST06972,2025-08-05,Net Banking,Delivered
ORD004898,CUST08014,2024-08-19,Debit Card,Delivered
ORD004899,CUST00126,2025-03-09,Net Banking,Delivered
ORD004900,CUST05102,2025-02-09,COD,Delivered
ORD004901,CUST10614,2026-06-21,Net Banking,Delivered
ORD004902,CUST10955,2026-06-11,UPI,Delivered
ORD004903,CUST06962,2025-05-09,Debit Card,Returned
ORD004904,CUST03691,2025-08-07,COD,Pending
ORD004905,CUST03160,2024-08-25,Credit Card,Delivered
ORD004906,CUST06143,2026-02-01,Net Banking,Pending
ORD004907,CUST03598,2024-12-30,COD,Delivered
ORD004908,CUST03315,2025-02-22,UPI,Cancelled
ORD004909,CUST02578,2024-12-23,Net Banking,Delivered
ORD004910,CUST04386,2024-01-24,UPI,Delivered
ORD004911,CUST11091,2024-06-12,Net Banking,Delivered
ORD004912,CUST03625,2026-03-31,Net Banking,Delivered
ORD004913,CUST10359,2024-07-28,Credit Card,Delivered
ORD004914,CUST01611,2025-09-10,Credit Card,Returned
ORD004915,CUST10111,2026-07-10,UPI,Delivered
ORD004916,CUST05297,2024-08-18,Debit Card,Returned
ORD004917,CUST08410,2025-04-07,Net Banking,Delivered
ORD004918,CUST04821,2024-11-07,Credit Card,Delivered
ORD004919,CUST02864,2026-05-03,Debit Card,Delivered
ORD004920,CUST11276,2025-08-23,UPI,Delivered
ORD004921,CUST04033,2025-07-08,COD,Delivered
ORD004922,CUST03854,2025-08-23,Credit Card,Delivered
ORD004923,CUST10560,2026-03-19,Net Banking,Cancelled
ORD004924,CUST10266,2025-08-23,Credit Card,Pending
ORD004925,CUST00391,2026-07-22,Net Banking,Delivered
ORD004926,CUST03998,2025-04-17,Credit Card,Delivered
ORD004927,CUST04247,2026-02-13,UPI,Delivered
ORD004928,CUST08655,2026-03-18,UPI,Delivered
ORD004929,CUST05009,2026-01-29,UPI,Delivered
ORD004930,CUST06018,2026-05-25,UPI,Delivered
ORD004931,CUST09544,2026-07-08,UPI,Delivered
ORD004932,CUST09127,2025-08-17,Net Banking,Delivered
ORD004933,CUST09436,2024-05-29,Net Banking,Delivered
ORD004934,CUST03376,2024-10-28,COD,Returned
ORD004935,CUST00511,2024-01-23,UPI,Returned
ORD004936,CUST04869,2025-08-18,Debit Card,Delivered
ORD004937,CUST11797,2025-05-25,Net Banking,Delivered
ORD004938,CUST11954,2024-12-05,Net Banking,Delivered
ORD004939,CUST04066,2025-10-08,COD,Cancelled
ORD004940,CUST03143,2026-07-18,Net Banking,Delivered
ORD004941,CUST02910,2025-01-29,Credit Card,Delivered
ORD004942,CUST05214,2026-07-27,Net Banking,Delivered
ORD004943,CUST02767,2024-11-23,Credit Card,Delivered
ORD004944,CUST01609,2024-12-23,COD,Delivered
ORD004945,CUST01691,2025-01-29,Credit Card,Delivered
ORD004946,CUST08962,2026-03-21,Debit Card,Delivered
ORD004947,CUST00228,2024-10-07,Net Banking,Cancelled
ORD004948,CUST10587,2024-01-31,Debit Card,Delivered
ORD004949,CUST07343,2026-01-10,UPI,Delivered
ORD004950,CUST00808,2024-09-12,COD,Returned
ORD004951,CUST06361,2026-07-10,COD,Delivered
ORD004952,CUST00548,2025-04-02,Net Banking,Delivered
ORD004953,CUST05517,2024-11-22,Net Banking,Delivered
ORD004954,CUST10085,2025-04-28,COD,Delivered
ORD004955,CUST00724,2024-06-21,Net Banking,Delivered
ORD004956,CUST11254,2024-07-04,Credit Card,Delivered
ORD004957,CUST10514,2025-07-29,Credit Card,Delivered
ORD004958,CUST00115,2024-10-02,Credit Card,Delivered
ORD004959,CUST10443,2026-04-26,COD,Delivered
ORD004960,CUST06662,2025-08-14,COD,Delivered
ORD004961,CUST04036,2026-05-16,Debit Card,Delivered
ORD004962,CUST09341,2024-07-08,UPI,Returned
ORD004963,CUST06452,2025-03-20,Net Banking,Delivered
ORD004964,CUST09935,2026-04-01,COD,Delivered
ORD004965,CUST07683,2026-03-13,Debit Card,Pending
ORD004966,CUST11153,2025-09-07,UPI,Delivered
ORD004967,CUST11742,2025-01-02,Credit Card,Delivered
ORD004968,CUST04162,2026-03-12,Net Banking,Delivered
ORD004969,CUST08470,2024-12-24,COD,Delivered
ORD004970,CUST00139,2024-05-04,Debit Card,Delivered
ORD004971,CUST00676,2025-10-02,Credit Card,Delivered
ORD004972,CUST07477,2024-01-09,UPI,Delivered
ORD004973,CUST10572,2024-04-14,Debit Card,Delivered
ORD004974,CUST10787,2024-04-03,UPI,Delivered
ORD004975,CUST09259,2025-06-16,COD,Delivered
ORD004976,CUST01837,2025-12-22,Debit Card,Delivered
ORD004977,CUST11129,2024-01-22,Net Banking,Delivered
ORD004978,CUST08873,2024-12-29,Credit Card,Returned
ORD004979,CUST11072,2024-12-11,Debit Card,Delivered
ORD004980,CUST04367,2025-12-16,COD,Delivered
ORD004981,CUST02348,2026-07-15,COD,Delivered
ORD004982,CUST01066,2025-07-02,UPI,Delivered
ORD004983,CUST09813,2024-09-11,UPI,Delivered
ORD004984,CUST07684,2026-01-16,Net Banking,Delivered
ORD004985,CUST05033,2025-03-07,COD,Delivered
ORD004986,CUST06406,2024-05-09,COD,Delivered
ORD004987,CUST10151,2026-01-10,COD,Delivered
ORD004988,CUST05841,2025-09-07,Credit Card,Delivered
ORD004989,CUST11236,2025-10-17,Credit Card,Delivered
ORD004990,CUST03327,2024-11-01,COD,Cancelled
ORD004991,CUST06225,2025-01-15,Credit Card,Delivered
ORD004992,CUST04507,2026-03-01,COD,Delivered
ORD004993,CUST08922,2025-01-14,UPI,Delivered
ORD004994,CUST04852,2025-09-02,UPI,Delivered
ORD004995,CUST08050,2025-06-01,Credit Card,Delivered
ORD004996,CUST07271,2025-12-01,UPI,Pending
ORD004997,CUST05664,2026-03-14,UPI,Delivered
ORD004998,CUST09586,2025-10-23,Net Banking,Delivered
ORD004999,CUST02903,2026-08-15,Net Banking,Pending
ORD005000,CUST00051,2026-06-25,COD,Delivered
ORD005001,CUST07406,2025-04-26,Debit Card,Delivered
ORD005002,CUST08232,2025-09-25,Debit Card,Delivered
ORD005003,CUST06023,2024-03-17,Net Banking,Delivered
ORD005004,CUST08961,2025-11-15,COD,Delivered
ORD005005,CUST02969,2024-07-28,Net Banking,Cancelled
ORD005006,CUST06367,2024-11-07,UPI,Pending
ORD005007,CUST08710,2026-07-29,COD,Delivered
ORD005008,CUST08156,2025-11-14,COD,Delivered
ORD005009,CUST02020,2026-05-11,Debit Card,Returned
ORD005010,CUST06416,2024-04-14,Debit Card,Returned
ORD005011,CUST07574,2024-08-03,Debit Card,Delivered
ORD005012,CUST10122,2025-10-02,Credit Card,Delivered
ORD005013,CUST04325,2024-08-16,UPI,Delivered
ORD005014,CUST05681,2026-03-06,UPI,Delivered
ORD005015,CUST09467,2025-05-30,UPI,Delivered
ORD005016,CUST04490,2025-01-22,UPI,Delivered
ORD005017,CUST07463,2024-11-29,UPI,Delivered
ORD005018,CUST06714,2025-12-15,UPI,Delivered
ORD005019,CUST05831,2024-03-27,Credit Card,Delivered
ORD005020,CUST02730,2025-05-08,COD,Pending
ORD005021,CUST09517,2025-04-04,Debit Card,Delivered
ORD005022,CUST00601,2024-08-27,Debit Card,Delivered
ORD005023,CUST01797,2024-11-09,Debit Card,Delivered
ORD005024,CUST08505,2024-04-20,UPI,Delivered
ORD005025,CUST05200,2025-07-07,Debit Card,Delivered
ORD005026,CUST00663,2026-02-06,Credit Card,Delivered
ORD005027,CUST05778,2024-07-14,UPI,Returned
ORD005028,CUST08687,2025-03-24,UPI,Delivered
ORD005029,CUST03976,2026-01-24,Credit Card,Delivered
ORD005030,CUST03048,2025-07-05,COD,Returned
ORD005031,CUST02195,2024-09-10,Credit Card,Delivered
ORD005032,CUST06373,2024-03-14,Credit Card,Delivered
ORD005033,CUST03996,2026-06-21,Credit Card,Returned
ORD005034,CUST01732,2025-10-03,COD,Delivered
ORD005035,CUST11826,2025-12-27,Debit Card,Delivered
ORD005036,CUST02902,2024-10-16,Credit Card,Delivered
ORD005037,CUST04428,2026-06-04,UPI,Delivered
ORD005038,CUST05569,2025-09-23,Debit Card,Delivered
ORD005039,CUST00776,2026-03-29,Debit Card,Delivered
ORD005040,CUST11708,2026-02-18,Net Banking,Delivered
ORD005041,CUST00442,2024-08-30,Credit Card,Delivered
ORD005042,CUST03049,2026-04-03,Debit Card,Pending
ORD005043,CUST00411,2026-04-23,UPI,Cancelled
ORD005044,CUST10453,2024-08-24,COD,Delivered
ORD005045,CUST08301,2026-02-22,COD,Delivered
ORD005046,CUST07670,2024-05-15,Debit Card,Delivered
ORD005047,CUST03174,2025-11-12,COD,Delivered
ORD005048,CUST05869,2025-06-01,Net Banking,Delivered
ORD005049,CUST02937,2025-04-07,COD,Delivered
ORD005050,CUST06783,2025-03-08,COD,Returned
ORD005051,CUST08079,2024-05-18,COD,Cancelled
ORD005052,CUST04830,2026-08-15,UPI,Pending
ORD005053,CUST05827,2024-06-06,Net Banking,Cancelled
ORD005054,CUST10652,2026-06-24,Net Banking,Delivered
ORD005055,CUST01727,2025-08-21,COD,Delivered
ORD005056,CUST03166,2025-06-13,Debit Card,Delivered
ORD005057,CUST00484,2026-04-09,UPI,Delivered
ORD005058,CUST06915,2025-06-04,Debit Card,Delivered
ORD005059,CUST06964,2025-08-07,Credit Card,Delivered
ORD005060,CUST04140,2025-09-17,UPI,Delivered
ORD005061,CUST01340,2024-05-13,COD,Delivered
ORD005062,CUST06202,2024-03-20,UPI,Delivered
ORD005063,CUST00607,2026-04-23,UPI,Delivered
ORD005064,CUST05262,2025-10-03,Debit Card,Delivered
ORD005065,CUST10630,2025-04-09,Credit Card,Delivered
ORD005066,CUST06931,2026-07-10,UPI,Delivered
ORD005067,CUST09662,2026-02-15,Credit Card,Delivered
ORD005068,CUST08627,2026-02-11,Credit Card,Delivered
ORD005069,CUST04219,2025-08-26,Debit Card,Delivered
ORD005070,CUST03062,2024-12-15,Debit Card,Delivered
ORD005071,CUST01818,2024-05-24,COD,Returned
ORD005072,CUST04722,2026-04-09,COD,Cancelled
ORD005073,CUST00952,2025-07-12,UPI,Delivered
ORD005074,CUST02807,2024-10-21,COD,Delivered
ORD005075,CUST09068,2024-05-07,Debit Card,Delivered
ORD005076,CUST09701,2026-04-06,COD,Cancelled
ORD005077,CUST04781,2025-04-11,COD,Delivered
ORD005078,CUST03295,2026-02-12,COD,Delivered
ORD005079,CUST06866,2025-12-08,Credit Card,Delivered
ORD005080,CUST11610,2025-05-06,COD,Cancelled
ORD005081,CUST02946,2025-01-05,Debit Card,Delivered
ORD005082,CUST04218,2026-02-04,Credit Card,Delivered
ORD005083,CUST07533,2024-06-14,COD,Delivered
ORD005084,CUST07494,2025-11-26,COD,Delivered
ORD005085,CUST02888,2024-09-02,Debit Card,Delivered
ORD005086,CUST09325,2025-02-01,UPI,Delivered
ORD005087,CUST02884,2026-04-27,Debit Card,Delivered
ORD005088,CUST04639,2025-11-24,Net Banking,Delivered
ORD005089,CUST01146,2024-04-10,Debit Card,Delivered
ORD005090,CUST02119,2025-11-02,UPI,Delivered
ORD005091,CUST01199,2024-06-07,Debit Card,Delivered
ORD005092,CUST07461,2024-07-15,Credit Card,Delivered
ORD005093,CUST11739,2025-10-18,Credit Card,Delivered
ORD005094,CUST01745,2024-01-04,Debit Card,Delivered
ORD005095,CUST09952,2025-09-10,Credit Card,Delivered
ORD005096,CUST03091,2024-08-03,UPI,Delivered
ORD005097,CUST09945,2024-01-06,Net Banking,Pending
ORD005098,CUST11357,2025-03-23,Net Banking,Delivered
ORD005099,CUST11673,2024-06-06,UPI,Delivered
ORD005100,CUST09269,2026-06-05,COD,Pending
ORD005101,CUST09214,2026-04-22,COD,Returned
ORD005102,CUST00992,2025-08-25,Net Banking,Cancelled
ORD005103,CUST00587,2024-09-21,Credit Card,Delivered
ORD005104,CUST07812,2025-02-11,Credit Card,Cancelled
ORD005105,CUST08750,2026-02-26,COD,Delivered
ORD005106,CUST03487,2024-01-13,Net Banking,Delivered
ORD005107,CUST09764,2026-04-02,Debit Card,Delivered
ORD005108,CUST09348,2025-08-26,Debit Card,Delivered
ORD005109,CUST08834,2025-05-09,Credit Card,Delivered
ORD005110,CUST04775,2026-01-04,UPI,Delivered
ORD005111,CUST03884,2025-08-30,COD,Delivered
ORD005112,CUST04187,2026-01-08,Credit Card,Delivered
ORD005113,CUST08057,2024-12-22,UPI,Pending
ORD005114,CUST07977,2024-10-01,UPI,Delivered
ORD005115,CUST03194,2024-10-29,COD,Delivered
ORD005116,CUST10599,2024-09-08,UPI,Delivered
ORD005117,CUST05985,2025-08-05,UPI,Delivered
ORD005118,CUST03878,2026-04-14,COD,Delivered
ORD005119,CUST04042,2026-03-18,Net Banking,Delivered
ORD005120,CUST02753,2024-04-03,Debit Card,Returned
ORD005121,CUST03186,2025-07-23,Net Banking,Delivered
ORD005122,CUST00419,2024-01-31,Debit Card,Returned
ORD005123,CUST04619,2024-10-27,Debit Card,Delivered
ORD005124,CUST02235,2025-05-10,COD,Delivered
ORD005125,CUST07750,2024-04-13,Net Banking,Cancelled
ORD005126,CUST00811,2024-11-05,COD,Delivered
ORD005127,CUST07655,2024-11-24,Net Banking,Delivered
ORD005128,CUST09832,2024-04-07,UPI,Delivered
ORD005129,CUST02905,2025-04-14,Credit Card,Delivered
ORD005130,CUST02775,2025-02-14,Net Banking,Delivered
ORD005131,CUST01654,2024-02-21,Net Banking,Delivered
ORD005132,CUST04101,2025-07-20,UPI,Returned
ORD005133,CUST05786,2024-01-27,UPI,Delivered
ORD005134,CUST06944,2026-05-14,Debit Card,Cancelled
ORD005135,CUST04399,2024-04-25,Credit Card,Delivered
ORD005136,CUST01976,2024-12-30,Credit Card,Delivered
ORD005137,CUST10197,2025-11-15,Credit Card,Returned
ORD005138,CUST10802,2025-03-02,Net Banking,Pending
ORD005139,CUST06499,2025-07-07,Net Banking,Cancelled
ORD005140,CUST05050,2026-01-25,COD,Delivered
ORD005141,CUST09884,2026-02-12,Debit Card,Delivered
ORD005142,CUST05215,2024-10-30,UPI,Returned
ORD005143,CUST07759,2025-03-17,UPI,Delivered
ORD005144,CUST04791,2025-06-22,UPI,Delivered
ORD005145,CUST00826,2024-06-08,COD,Delivered
ORD005146,CUST05109,2025-11-08,COD,Delivered
ORD005147,CUST11962,2024-12-07,Net Banking,Returned
ORD005148,CUST00430,2025-05-14,COD,Delivered
ORD005149,CUST03914,2025-11-23,COD,Delivered
ORD005150,CUST05805,2026-08-30,UPI,Delivered
ORD005151,CUST03722,2025-08-30,COD,Delivered
ORD005152,CUST01382,2024-10-09,Debit Card,Delivered
ORD005153,CUST01756,2026-01-17,COD,Returned
ORD005154,CUST10942,2024-10-22,Credit Card,Delivered
ORD005155,CUST03672,2024-04-03,COD,Delivered
ORD005156,CUST04601,2024-06-11,Net Banking,Delivered
ORD005157,CUST05488,2025-04-05,Debit Card,Cancelled
ORD005158,CUST02912,2025-09-21,COD,Cancelled
ORD005159,CUST05894,2026-08-15,Net Banking,Delivered
ORD005160,CUST01419,2025-01-19,Debit Card,Delivered
ORD005161,CUST04483,2024-08-21,COD,Delivered
ORD005162,CUST05064,2024-06-03,Debit Card,Delivered
ORD005163,CUST01953,2024-10-04,Credit Card,Pending
ORD005164,CUST10294,2025-05-19,UPI,Delivered
ORD005165,CUST02031,2026-06-11,COD,Delivered
ORD005166,CUST10927,2025-09-14,Debit Card,Delivered
ORD005167,CUST00979,2026-08-01,Net Banking,Delivered
ORD005168,CUST00762,2026-03-02,Credit Card,Delivered
ORD005169,CUST06154,2026-01-26,UPI,Cancelled
ORD005170,CUST05907,2024-05-30,Net Banking,Pending
ORD005171,CUST00135,2024-06-29,Credit Card,Delivered
ORD005172,CUST02621,2024-10-17,COD,Delivered
ORD005173,CUST02574,2026-04-20,Net Banking,Delivered
ORD005174,CUST02306,2026-07-11,Debit Card,Delivered
ORD005175,CUST06588,2025-06-02,Credit Card,Delivered
ORD005176,CUST02349,2025-02-11,Credit Card,Returned
ORD005177,CUST07956,2024-07-26,COD,Delivered
ORD005178,CUST05146,2024-05-07,Credit Card,Delivered
ORD005179,CUST05563,2024-01-23,UPI,Returned
ORD005180,CUST05111,2024-01-07,Debit Card,Pending
ORD005181,CUST11204,2025-05-02,COD,Returned
ORD005182,CUST07144,2024-11-07,UPI,Cancelled
ORD005183,CUST09879,2025-10-23,COD,Delivered
ORD005184,CUST07376,2025-08-27,COD,Delivered
ORD005185,CUST09881,2025-02-07,Debit Card,Delivered
ORD005186,CUST04724,2026-02-12,Credit Card,Delivered
ORD005187,CUST06345,2025-06-26,COD,Returned
ORD005188,CUST11445,2025-04-19,Net Banking,Delivered
ORD005189,CUST00381,2025-09-08,Debit Card,Delivered
ORD005190,CUST10123,2025-04-29,Debit Card,Delivered
ORD005191,CUST10009,2025-04-01,Net Banking,Cancelled
ORD005192,CUST06047,2026-08-15,Debit Card,Delivered
ORD005193,CUST11583,2024-12-10,COD,Delivered
ORD005194,CUST01139,2025-10-01,UPI,Cancelled
ORD005195,CUST06447,2026-06-06,Credit Card,Delivered
ORD005196,CUST00142,2024-02-11,UPI,Delivered
ORD005197,CUST04624,2025-09-05,Debit Card,Delivered
ORD005198,CUST05268,2024-08-12,Net Banking,Delivered
ORD005199,CUST01525,2025-06-08,Debit Card,Returned
ORD005200,CUST05894,2025-09-04,Debit Card,Delivered
ORD005201,CUST09245,2026-07-11,Debit Card,Pending
ORD005202,CUST06404,2026-04-30,Credit Card,Delivered
ORD005203,CUST02056,2025-08-14,Debit Card,Returned
ORD005204,CUST03376,2024-02-16,Debit Card,Returned
ORD005205,CUST07184,2025-03-16,Debit Card,Delivered
ORD005206,CUST03375,2026-04-25,Net Banking,Pending
ORD005207,CUST06240,2026-01-19,COD,Returned
ORD005208,CUST04322,2026-02-10,Debit Card,Delivered
ORD005209,CUST08780,2025-09-06,Debit Card,Delivered
ORD005210,CUST09540,2025-02-09,Debit Card,Delivered
ORD005211,CUST07287,2026-05-28,Credit Card,Delivered
ORD005212,CUST07339,2025-07-19,Net Banking,Delivered
ORD005213,CUST00034,2026-01-10,UPI,Delivered
ORD005214,CUST07942,2024-05-08,COD,Delivered
ORD005215,CUST05425,2024-06-27,Debit Card,Delivered
ORD005216,CUST09267,2025-04-13,UPI,Delivered
ORD005217,CUST01545,2024-04-23,UPI,Delivered
ORD005218,CUST10373,2025-07-28,Credit Card,Delivered
ORD005219,CUST07534,2026-03-08,Credit Card,Delivered
ORD005220,CUST11456,2025-08-25,UPI,Returned
ORD005221,CUST00528,2025-05-08,Debit Card,Delivered
ORD005222,CUST03259,2024-06-10,COD,Returned
ORD005223,CUST06328,2024-01-29,Debit Card,Delivered
ORD005224,CUST07361,2025-08-02,Net Banking,Delivered
ORD005225,CUST03156,2025-12-11,Net Banking,Delivered
ORD005226,CUST00896,2026-04-04,Net Banking,Delivered
ORD005227,CUST05514,2025-04-04,Debit Card,Delivered
ORD005228,CUST05081,2024-10-15,Credit Card,Delivered
ORD005229,CUST11951,2024-12-31,UPI,Cancelled
ORD005230,CUST01527,2025-04-16,UPI,Delivered
ORD005231,CUST00604,2024-04-11,Debit Card,Delivered
ORD005232,CUST08995,2025-12-05,Debit Card,Cancelled
ORD005233,CUST01086,2024-04-28,COD,Delivered
ORD005234,CUST02081,2025-02-21,Net Banking,Delivered
ORD005235,CUST00143,2025-04-09,Debit Card,Delivered
ORD005236,CUST11605,2024-04-13,COD,Cancelled
ORD005237,CUST09578,2024-02-19,COD,Delivered
ORD005238,CUST09714,2025-11-27,Credit Card,Delivered
ORD005239,CUST05235,2026-05-03,Net Banking,Delivered
ORD005240,CUST01909,2026-03-27,UPI,Returned
ORD005241,CUST05477,2026-08-01,Debit Card,Delivered
ORD005242,CUST09610,2025-04-19,Credit Card,Delivered
ORD005243,CUST03576,2025-12-19,Credit Card,Returned
ORD005244,CUST06736,2025-08-13,COD,Delivered
ORD005245,CUST00754,2024-07-02,UPI,Delivered
ORD005246,CUST07775,2026-05-04,Credit Card,Delivered
ORD005247,CUST04360,2024-05-19,Net Banking,Pending
ORD005248,CUST10234,2025-12-31,Credit Card,Delivered
ORD005249,CUST10700,2024-04-22,COD,Delivered
ORD005250,CUST01261,2025-07-21,Credit Card,Delivered
ORD005251,CUST01534,2026-01-23,COD,Delivered
ORD005252,CUST01595,2024-08-19,Credit Card,Delivered
ORD005253,CUST03921,2024-05-16,Net Banking,Delivered
ORD005254,CUST03247,2025-09-14,Debit Card,Delivered
ORD005255,CUST01596,2026-05-26,Debit Card,Delivered
ORD005256,CUST03241,2026-07-13,Credit Card,Delivered
ORD005257,CUST07220,2024-06-13,UPI,Delivered
ORD005258,CUST03300,2025-02-08,Debit Card,Delivered
ORD005259,CUST07416,2024-04-28,Credit Card,Delivered
ORD005260,CUST02380,2025-05-27,Debit Card,Delivered
ORD005261,CUST02936,2025-05-15,COD,Delivered
ORD005262,CUST03510,2024-11-27,Credit Card,Delivered
ORD005263,CUST07501,2025-07-30,Credit Card,Delivered
ORD005264,CUST00099,2025-10-28,Debit Card,Delivered
ORD005265,CUST09928,2024-10-06,Net Banking,Delivered
ORD005266,CUST07159,2024-12-09,Credit Card,Delivered
ORD005267,CUST05387,2024-06-25,Credit Card,Delivered
ORD005268,CUST06152,2025-06-29,Net Banking,Returned
ORD005269,CUST01598,2024-04-12,Net Banking,Delivered
ORD005270,CUST05521,2026-06-05,Net Banking,Delivered
ORD005271,CUST02893,2024-05-03,UPI,Pending
ORD005272,CUST04068,2026-04-04,UPI,Delivered
ORD005273,CUST06029,2025-04-27,Net Banking,Delivered
ORD005274,CUST09046,2024-02-19,UPI,Delivered
ORD005275,CUST03182,2025-11-16,Net Banking,Delivered
ORD005276,CUST09786,2024-09-22,COD,Delivered
ORD005277,CUST09048,2026-06-14,COD,Delivered
ORD005278,CUST02462,2025-12-28,Credit Card,Delivered
ORD005279,CUST05005,2024-03-31,Credit Card,Delivered
ORD005280,CUST03080,2024-09-19,Net Banking,Delivered
ORD005281,CUST11205,2025-02-01,Net Banking,Delivered
ORD005282,CUST10603,2026-01-08,UPI,Delivered
ORD005283,CUST10616,2026-01-16,Credit Card,Delivered
ORD005284,CUST03648,2025-02-02,UPI,Delivered
ORD005285,CUST05940,2024-11-02,Debit Card,Delivered
ORD005286,CUST03974,2025-11-25,Net Banking,Delivered
ORD005287,CUST05447,2025-09-28,Credit Card,Delivered
ORD005288,CUST01974,2024-12-29,Credit Card,Returned
ORD005289,CUST04374,2026-07-16,UPI,Returned
ORD005290,CUST03263,2024-07-05,COD,Delivered
ORD005291,CUST08696,2026-05-18,Net Banking,Delivered
ORD005292,CUST09950,2024-11-24,Net Banking,Delivered
ORD005293,CUST10168,2026-03-17,Net Banking,Delivered
ORD005294,CUST00700,2025-03-06,COD,Delivered
ORD005295,CUST08852,2024-02-02,Net Banking,Pending
ORD005296,CUST04191,2025-06-28,COD,Returned
