customer_id,customer_name,gender,age,city,state,signup_date,customer_segment
CUST00672,Customer_00672,Female,29,Delhi,Karnataka,2024-07-07,Consumer
CUST00673,Customer_00673,Male,36,Pune,West Bengal,2025-01-09,Consumer
CUST00674,Customer_00674,Female,64,Pune,Maharashtra,2023-09-26,Corporate
CUST00675,Customer_00675,Male,29,Pune,Tamil Nadu,2025-06-28,Consumer
CUST00676,Customer_00676,Other,53,Hyderabad,Telangana,2023-07-05,Consumer
CUST00677,Customer_00677,Male,29,Ahmedabad,Delhi,2025-05-18,Consumer
CUST00678,Customer_00678,Male,35,Mumbai,Tamil Nadu,2024-02-28,Consumer
CUST00679,Customer_00679,Female,66,Bengaluru,Karnataka,2025-04-12,Consumer
CUST00680,Customer_00680,Female,68,Pune,Delhi,2025-07-14,Corporate
CUST00681,Customer_00681,Female,65,Mumbai,Delhi,2025-05-18,Corporate
CUST00682,Customer_00682,Male,60,Ahmedabad,Delhi,2025-10-12,Corporate
CUST00683,Customer_00683,Male,51,Bengaluru,Tamil Nadu,2024-03-17,Premium
CUST00684,Customer_00684,Female,65,Bengaluru,Karnataka,2023-02-08,Consumer
CUST00685,Customer_00685,Female,50,Kolkata,Tamil Nadu,2025-06-26,Consumer
CUST00686,Customer_00686,Female,66,Ahmedabad,Delhi,2023-06-15,Consumer
CUST00687,Customer_00687,Female,35,Bengaluru,Delhi,2024-03-18,Premium
CUST00688,Customer_00688,Male,46,Ahmedabad,West Bengal,2023-11-27,Consumer
CUST00689,Customer_00689,Female,62,Ahmedabad,Telangana,2025-09-19,Corporate
CUST00690,Customer_00690,Male,22,Pune,Maharashtra,2024-12-14,Consumer
CUST00691,Customer_00691,Male,42,Hyderabad,Tamil Nadu,2025-04-14,Consumer
CUST00692,Customer_00692,Male,41,Pune,Karnataka,2023-05-19,Consumer
CUST00693,Customer_00693,Female,46,Pune,West Bengal,2025-02-07,Corporate
CUST00694,Customer_00694,Male,55,Mumbai,Delhi,2023-05-04,Consumer
CUST00695,Customer_00695,Male,50,Chennai,Tamil Nadu,2025-05-31,Premium
CUST00696,Customer_00696,Female,27,Chennai,Maharashtra,2025-01-30,Consumer
CUST00697,Customer_00697,Male,54,Kolkata,Tamil Nadu,2025-12-19,Consumer
CUST00698,Customer_00698,Female,50,Ahmedabad,Maharashtra,2025-11-08,Consumer
CUST00699,Customer_00699,Male,40,Chennai,Tamil Nadu,2023-08-14,Corporate
CUST00700,Customer_00700,Male,28,Mumbai,Telangana,2024-09-03,Consumer
CUST00701,Customer_00701,Female,41,Delhi,Tamil Nadu,2023-11-20,Consumer
CUST00702,Customer_00702,Male,41,Kolkata,West Bengal,2025-11-06,Consumer
CUST00703,Customer_00703,Male,24,Mumbai,Gujarat,2024-08-19,Consumer
CUST00704,Customer_00704,Male,67,Bengaluru,Telangana,2024-06-24,Consumer
CUST00705,Customer_00705,Male,38,Pune,Maharashtra,2024-10-07,Premium
CUST00706,Customer_00706,Other,37,Delhi,Delhi,2025-09-16,Corporate
CUST00707,Customer_00707,Male,27,Bengaluru,Delhi,2024-12-06,Consumer
CUST00708,Customer_00708,Female,42,Kolkata,Tamil Nadu,2024-09-22,Corporate
CUST00709,Customer_00709,Male,64,Pune,Karnataka,2025-05-28,Consumer
CUST00710,Customer_00710,Female,53,Pune,Tamil Nadu,2023-07-10,Consumer
CUST00711,Customer_00711,Female,65,Kolkata,Telangana,2025-05-04,Consumer
CUST00712,Customer_00712,Female,64,Bengaluru,Telangana,2024-05-05,Consumer
CUST00713,Customer_00713,Male,32,Mumbai,Maharashtra,2024-02-09,Corporate
CUST00714,Customer_00714,Male,61,Chennai,Tamil Nadu,2025-05-24,Consumer
CUST00715,Customer_00715,Male,57,Delhi,Maharashtra,2024-03-05,Consumer
CUST00716,Customer_00716,Female,57,Ahmedabad,Karnataka,2024-06-03,Consumer
CUST00717,Customer_00717,Female,67,Kolkata,Delhi,2025-06-11,Consumer
CUST00718,Customer_00718,Female,23,Kolkata,Delhi,2025-03-31,Consumer
CUST00719,Customer_00719,Male,54,Pune,Tamil Nadu,2025-06-05,Consumer
CUST00720,Customer_00720,Female,19,Hyderabad,Maharashtra,2024-03-10,Consumer
CUST00721,Customer_00721,Female,29,Pune,Maharashtra,2023-03-04,Consumer
CUST00722,Customer_00722,Male,21,Ahmedabad,Karnataka,2023-05-14,Corporate
CUST00723,Customer_00723,Male,40,Chennai,Maharashtra,2025-08-15,Premium
CUST00724,Customer_00724,Female,30,Pune,Gujarat,2024-09-10,Consumer
CUST00725,Customer_00725,Female,34,Hyderabad,Gujarat,2024-02-29,Consumer
CUST00726,Customer_00726,Female,48,Kolkata,Telangana,2023-12-24,Corporate
CUST00727,Customer_00727,Male,33,Mumbai,Gujarat,2025-10-29,Consumer
CUST00728,Customer_00728,Female,58,Pune,Gujarat,2025-10-07,Premium
CUST00729,Customer_00729,Male,43,Delhi,Telangana,2023-07-16,Consumer
CUST00730,Customer_00730,Male,45,Mumbai,Gujarat,2025-10-30,Corporate
CUST00731,Customer_00731,Male,18,Hyderabad,Gujarat,2025-05-11,Corporate
CUST00732,Customer_00732,Female,64,Bengaluru,Telangana,2024-06-02,Consumer
CUST00733,Customer_00733,Female,29,Pune,Tamil Nadu,2023-12-15,Corporate
CUST00734,Customer_00734,Female,54,Ahmedabad,West Bengal,2024-07-28,Premium
CUST00735,Customer_00735,Male,67,Kolkata,Telangana,2025-10-24,Premium
CUST00736,Customer_00736,Female,37,Kolkata,Telangana,2023-11-24,Corporate
CUST00737,Customer_00737,Male,19,Mumbai,Gujarat,2024-05-26,Consumer
CUST00738,Customer_00738,Female,53,Pune,Delhi,2025-07-19,Corporate
CUST00739,Customer_00739,Male,32,Ahmedabad,West Bengal,2023-05-10,Corporate
CUST00740,Customer_00740,Male,55,Delhi,Gujarat,2024-08-09,Consumer
CUST00741,Customer_00741,Male,39,Pune,Tamil Nadu,2024-04-28,Premium
CUST00742,Customer_00742,Male,61,Mumbai,Telangana,2023-12-24,Corporate
CUST00743,Customer_00743,Female,67,Chennai,Karnataka,2024-01-20,Consumer
CUST00744,Customer_00744,Female,49,Mumbai,Telangana,2023-09-11,Consumer
CUST00745,Customer_00745,Male,37,Hyderabad,West Bengal,2025-04-14,Premium
CUST00746,Customer_00746,Female,53,Mumbai,Tamil Nadu,2025-03-06,Consumer
CUST00747,Customer_00747,Male,50,Kolkata,West Bengal,2024-04-13,Consumer
CUST00748,Customer_00748,Female,32,Delhi,Maharashtra,2024-05-07,Consumer
CUST00749,Customer_00749,Female,67,Mumbai,West Bengal,2025-07-08,Corporate
CUST00750,Customer_00750,Female,63,Mumbai,Gujarat,2023-02-20,Consumer
CUST00751,Customer_00751,Male,20,Delhi,Delhi,2025-12-15,Corporate
CUST00752,Customer_00752,Female,46,Mumbai,Delhi,2023-03-14,Consumer
CUST00753,Customer_00753,Female,64,Kolkata,Gujarat,2024-08-22,Corporate
CUST00754,Customer_00754,Male,44,Delhi,Gujarat,2023-02-21,Consumer
CUST00755,Customer_00755,Male,22,Kolkata,Tamil Nadu,2023-05-05,Consumer
CUST00756,Customer_00756,Female,48,Kolkata,Telangana,2023-09-19,Consumer
CUST00757,Customer_00757,Female,39,Kolkata,Karnataka,2025-08-12,Premium
CUST00758,Customer_00758,Female,52,Hyderabad,Telangana,2023-11-26,Consumer
CUST00759,Customer_00759,Female,24,Delhi,Telangana,2023-08-29,Consumer
CUST00760,Customer_00760,Female,23,Hyderabad,Karnataka,2023-10-18,Consumer
CUST00761,Customer_00761,Male,43,Hyderabad,Delhi,2023-07-30,Consumer
CUST00762,Customer_00762,Male,18,Ahmedabad,Telangana,2024-12-19,Consumer
CUST00763,Customer_00763,Male,36,Delhi,Maharashtra,2023-11-18,Corporate
CUST00764,Customer_00764,Female,24,Mumbai,Maharashtra,2023-12-24,Consumer
CUST00765,Customer_00765,Male,53,Pune,Tamil Nadu,2025-07-05,Corporate
CUST00766,Customer_00766,Female,29,Ahmedabad,Tamil Nadu,2023-04-04,Consumer
CUST00767,Customer_00767,Female,37,Chennai,West Bengal,2024-12-11,Corporate
CUST00768,Customer_00768,Female,40,Pune,Karnataka,2023-06-18,Consumer
CUST00769,Customer_00769,Male,42,Kolkata,Karnataka,2024-05-30,Premium
CUST00770,Customer_00770,Female,47,Delhi,Tamil Nadu,2023-04-08,Corporate
CUST00771,Customer_00771,Male,46,Mumbai,Gujarat,2023-12-16,Consumer
CUST00772,Customer_00772,Female,48,Hyderabad,Telangana,2025-01-05,Consumer
CUST00773,Customer_00773,Male,35,Bengaluru,Gujarat,2024-08-01,Premium
CUST00774,Customer_00774,Male,58,Chennai,Delhi,2025-04-20,Consumer
CUST00775,Customer_00775,Female,36,Ahmedabad,Maharashtra,2024-02-05,Consumer
CUST00776,Customer_00776,Male,21,Ahmedabad,Karnataka,2025-01-20,Consumer
CUST00777,Customer_00777,Male,18,Pune,Tamil Nadu,2025-03-31,Corporate
CUST00778,Customer_00778,Female,58,Ahmedabad,Maharashtra,2025-10-24,Premium
CUST00779,Customer_00779,Female,32,Mumbai,Gujarat,2024-01-04,Consumer
CUST00780,Customer_00780,Female,25,Kolkata,Karnataka,2024-07-09,Consumer
CUST00781,Customer_00781,Female,32,Chennai,Karnataka,2025-10-01,Corporate
CUST00782,Customer_00782,Female,32,Kolkata,West Bengal,2025-08-23,Premium
CUST00783,Customer_00783,Male,67,Bengaluru,Telangana,2025-10-11,Consumer
CUST00784,Customer_00784,Male,56,Bengaluru,Karnataka,2025-03-24,Consumer
CUST00785,Customer_00785,Male,39,Ahmedabad,Delhi,2023-04-16,Consumer
CUST00786,Customer_00786,Female,35,Bengaluru,Karnataka,2023-06-14,Consumer
CUST00787,Customer_00787,Female,33,Pune,Delhi,2024-09-29,Premium
CUST00788,Customer_00788,Male,19,Kolkata,Gujarat,2025-10-20,Corporate
CUST00789,Customer_00789,Male,53,Delhi,West Bengal,2023-11-27,Consumer
CUST00790,Customer_00790,Female,37,Ahmedabad,Telangana,2023-10-26,Premium
CUST00791,Customer_00791,Male,33,Chennai,West Bengal,2025-05-05,Premium
CUST00792,Customer_00792,Female,20,Delhi,Delhi,2024-12-07,Consumer
CUST00793,Customer_00793,Female,47,Kolkata,Gujarat,2024-03-22,Consumer
CUST00794,Customer_00794,Female,19,Bengaluru,Maharashtra,2024-04-24,Consumer
CUST00795,Customer_00795,Male,52,Mumbai,West Bengal,2025-01-03,Consumer
CUST00796,Customer_00796,Female,43,Bengaluru,West Bengal,2025-05-23,Consumer
CUST00797,Customer_00797,Female,22,Delhi,Karnataka,2024-06-05,Consumer
CUST00798,Customer_00798,Female,19,Bengaluru,West Bengal,2024-09-13,Corporate
CUST00799,Customer_00799,Female,68,Kolkata,Tamil Nadu,2025-01-28,Premium
CUST00800,Customer_00800,Female,37,Bengaluru,Tamil Nadu,2023-09-01,Consumer
CUST00801,Customer_00801,Female,51,Delhi,Delhi,2023-01-23,Consumer
CUST00802,Customer_00802,Male,51,Delhi,Telangana,2024-04-10,Consumer
CUST00803,Customer_00803,Female,37,Kolkata,Delhi,2025-05-14,Premium
CUST00804,Customer_00804,Female,67,Ahmedabad,West Bengal,2023-09-26,Corporate
CUST00805,Customer_00805,Male,42,Ahmedabad,West Bengal,2024-06-16,Corporate
CUST00806,Customer_00806,Female,37,Mumbai,Gujarat,2023-11-10,Corporate
CUST00807,Customer_00807,Female,42,Delhi,West Bengal,2023-04-30,Consumer
CUST00808,Customer_00808,Female,31,Kolkata,Gujarat,2025-09-07,Consumer
CUST00809,Customer_00809,Male,64,Ahmedabad,West Bengal,2024-12-10,Consumer
CUST00810,Customer_00810,Male,61,Ahmedabad,West Bengal,2023-05-16,Consumer
CUST00811,Customer_00811,Other,60,Mumbai,Delhi,2025-12-17,Consumer
CUST00812,Customer_00812,Female,60,Hyderabad,Delhi,2025-07-24,Consumer
CUST00813,Customer_00813,Male,56,Kolkata,Maharashtra,2023-01-01,Consumer
CUST00814,Customer_00814,Female,29,Hyderabad,Gujarat,2023-03-18,Corporate
CUST00815,Customer_00815,Female,65,Delhi,Maharashtra,2025-08-18,Consumer
CUST00816,Customer_00816,Female,22,Ahmedabad,Delhi,2024-08-03,Consumer
CUST00817,Customer_00817,Female,19,Bengaluru,Telangana,2023-05-28,Consumer
CUST00818,Customer_00818,Male,33,Chennai,Karnataka,2024-07-27,Consumer
CUST00819,Customer_00819,Male,47,Bengaluru,Gujarat,2023-07-05,Consumer
CUST00820,Customer_00820,Male,64,Delhi,Tamil Nadu,2024-06-05,Consumer
CUST00821,Customer_00821,Female,60,Mumbai,Maharashtra,2023-06-11,Corporate
CUST00822,Customer_00822,Male,55,Kolkata,Gujarat,2023-07-15,Consumer
CUST00823,Customer_00823,Male,62,Bengaluru,Karnataka,2023-02-03,Consumer
CUST00824,Customer_00824,Male,68,Hyderabad,Maharashtra,2024-02-12,Premium
CUST00825,Customer_00825,Female,59,Ahmedabad,Gujarat,2024-06-20,Consumer
CUST00826,Customer_00826,Female,41,Pune,Maharashtra,2023-02-05,Consumer
CUST00827,Customer_00827,Male,68,Ahmedabad,Maharashtra,2023-04-24,Consumer
CUST00828,Customer_00828,Male,47,Delhi,Delhi,2024-08-27,Consumer
CUST00829,Customer_00829,Female,54,Ahmedabad,West Bengal,2024-03-18,Consumer
CUST00830,Customer_00830,Male,56,Bengaluru,Delhi,2023-02-07,Consumer
CUST00831,Customer_00831,Male,28,Pune,Maharashtra,2023-04-02,Consumer
CUST00832,Customer_00832,Male,31,Bengaluru,Maharashtra,2024-09-22,Premium
CUST00833,Customer_00833,Male,40,Mumbai,West Bengal,2024-11-02,Corporate
CUST00834,Customer_00834,Male,33,Mumbai,Tamil Nadu,2023-04-11,Consumer
CUST00835,Customer_00835,Female,67,Mumbai,Karnataka,2024-05-21,Consumer
CUST00836,Customer_00836,Male,38,Pune,West Bengal,2023-06-28,Consumer
CUST00837,Customer_00837,Female,21,Chennai,Karnataka,2023-10-11,Consumer
CUST00838,Customer_00838,Male,50,Pune,Telangana,2023-12-21,Consumer
CUST00839,Customer_00839,Female,64,Delhi,West Bengal,2024-05-02,Corporate
CUST00840,Customer_00840,Female,31,Delhi,Telangana,2025-10-02,Consumer
CUST00841,Customer_00841,Male,36,Hyderabad,Telangana,2023-10-06,Corporate
CUST00842,Customer_00842,Female,22,Hyderabad,Delhi,2024-06-27,Consumer
CUST00843,Customer_00843,Male,53,Delhi,Delhi,2024-10-11,Corporate
CUST00844,Customer_00844,Female,48,Bengaluru,Tamil Nadu,2025-07-19,Consumer
CUST00845,Customer_00845,Male,62,Delhi,Delhi,2023-12-21,Consumer
CUST00846,Customer_00846,Male,35,Kolkata,Telangana,2023-07-14,Consumer
CUST00847,Customer_00847,Male,61,Chennai,Gujarat,2025-03-14,Consumer
CUST00848,Customer_00848,Other,48,Hyderabad,Maharashtra,2023-04-03,Corporate
CUST00849,Customer_00849,Female,47,Hyderabad,Telangana,2024-03-08,Consumer
CUST00850,Customer_00850,Female,38,Kolkata,Tamil Nadu,2024-07-11,Premium
CUST00851,Customer_00851,Male,64,Ahmedabad,Maharashtra,2025-11-16,Corporate
CUST00852,Customer_00852,Female,47,Kolkata,Delhi,2023-06-11,Consumer
CUST00853,Customer_00853,Male,58,Pune,Maharashtra,2023-04-11,Premium
CUST00854,Customer_00854,Female,21,Kolkata,Gujarat,2024-11-29,Consumer
CUST00855,Customer_00855,Male,22,Ahmedabad,Tamil Nadu,2023-06-07,Consumer
CUST00856,Customer_00856,Male,58,Hyderabad,Delhi,2024-05-06,Corporate
CUST00857,Customer_00857,Male,62,Delhi,Karnataka,2025-07-07,Premium
CUST00858,Customer_00858,Male,27,Hyderabad,Telangana,2025-10-29,Consumer
CUST00859,Customer_00859,Female,44,Kolkata,West Bengal,2025-04-03,Corporate
CUST00860,Customer_00860,Male,33,Kolkata,Gujarat,2024-11-09,Consumer
CUST00861,Customer_00861,Female,47,Ahmedabad,Gujarat,2025-02-24,Corporate
CUST00862,Customer_00862,Male,30,Kolkata,West Bengal,2025-09-18,Consumer
CUST00863,Customer_00863,Female,53,Ahmedabad,Telangana,2023-04-21,Consumer
CUST00864,Customer_00864,Male,38,Hyderabad,Tamil Nadu,2025-04-20,Consumer
CUST00865,Customer_00865,Male,62,Kolkata,Tamil Nadu,2023-07-22,Consumer
CUST00866,Customer_00866,Female,57,Pune,Gujarat,2025-12-24,Corporate
CUST00867,Customer_00867,Male,62,Delhi,Telangana,2024-02-18,Consumer
CUST00868,Customer_00868,Male,32,Bengaluru,Maharashtra,2024-11-20,Consumer
CUST00869,Customer_00869,Female,37,Ahmedabad,Karnataka,2023-09-23,Consumer
CUST00870,Customer_00870,Female,37,Kolkata,Karnataka,2024-07-25,Consumer
CUST00871,Customer_00871,Male,62,Hyderabad,Tamil Nadu,2023-07-24,Consumer
CUST00872,Customer_00872,Male,22,Hyderabad,Tamil Nadu,2024-08-06,Consumer
CUST00873,Customer_00873,Female,49,Kolkata,Maharashtra,2023-06-22,Consumer
CUST00874,Customer_00874,Male,23,Hyderabad,Tamil Nadu,2023-11-04,Consumer
CUST00875,Customer_00875,Male,47,Kolkata,Karnataka,2024-03-25,Consumer
CUST00876,Customer_00876,Male,43,Chennai,Telangana,2023-03-03,Consumer
CUST00877,Customer_00877,Female,54,Delhi,Gujarat,2024-04-19,Corporate
CUST00878,Customer_00878,Female,30,Kolkata,Karnataka,2023-03-27,Consumer
CUST00879,Customer_00879,Male,46,Hyderabad,Maharashtra,2025-10-27,Consumer
CUST00880,Customer_00880,Male,22,Chennai,Telangana,2023-10-22,Consumer
CUST00881,Customer_00881,Male,42,Bengaluru,Telangana,2025-01-08,Corporate
CUST00882,Customer_00882,Female,30,Bengaluru,Gujarat,2024-06-09,Consumer
CUST00883,Customer_00883,Male,41,Ahmedabad,Karnataka,2023-02-03,Consumer
CUST00884,Customer_00884,Male,48,Pune,West Bengal,2025-01-21,Corporate
CUST00885,Customer_00885,Female,37,Kolkata,Telangana,2025-02-18,Consumer
CUST00886,Customer_00886,Male,25,Pune,Telangana,2024-09-29,Consumer
CUST00887,Customer_00887,Female,26,Pune,Tamil Nadu,2025-11-23,Consumer
CUST00888,Customer_00888,Male,38,Chennai,Telangana,2025-03-05,Corporate
CUST00889,Customer_00889,Male,68,Bengaluru,Maharashtra,2024-02-10,Consumer
CUST00890,Customer_00890,Male,37,Pune,Telangana,2025-11-07,Consumer
CUST00891,Customer_00891,Female,32,Mumbai,Tamil Nadu,2024-03-03,Consumer
CUST00892,Customer_00892,Female,43,Pune,Delhi,2025-07-02,Consumer
CUST00893,Customer_00893,Female,59,Bengaluru,Delhi,2023-10-20,Corporate
CUST00894,Customer_00894,Male,28,Ahmedabad,Maharashtra,2024-08-02,Premium
CUST00895,Customer_00895,Female,54,Mumbai,Gujarat,2023-02-17,Consumer
CUST00896,Customer_00896,Male,58,Ahmedabad,Gujarat,2023-03-25,Consumer
CUST00897,Customer_00897,Male,28,Ahmedabad,West Bengal,2024-08-29,Corporate
CUST00898,Customer_00898,Female,44,Chennai,West Bengal,2023-11-04,Consumer
CUST00899,Customer_00899,Male,47,Kolkata,Maharashtra,2023-09-09,Consumer
CUST00900,Customer_00900,Male,36,Kolkata,Telangana,2023-06-29,Consumer
CUST00901,Customer_00901,Male,51,Mumbai,Telangana,2024-03-01,Consumer
CUST00902,Customer_00902,Male,55,Bengaluru,Delhi,2023-02-08,Consumer
CUST00903,Customer_00903,Male,40,Hyderabad,Delhi,2025-03-26,Consumer
CUST00904,Customer_00904,Female,18,Mumbai,Karnataka,2024-09-16,Consumer
CUST00905,Customer_00905,Male,20,Bengaluru,Delhi,2024-01-11,Consumer
CUST00906,Customer_00906,Female,20,Pune,West Bengal,2023-02-10,Consumer
CUST00907,Customer_00907,Female,45,Ahmedabad,Delhi,2023-02-16,Corporate
CUST00908,Customer_00908,Male,31,Hyderabad,Maharashtra,2023-07-04,Corporate
CUST00909,Customer_00909,Male,69,Chennai,Karnataka,2023-03-13,Consumer
CUST00910,Customer_00910,Male,47,Kolkata,Gujarat,2024-07-22,Consumer
CUST00911,Customer_00911,Female,22,Chennai,Karnataka,2024-07-27,Corporate
CUST00912,Customer_00912,Male,66,Delhi,Telangana,2023-12-08,Corporate
CUST00913,Customer_00913,Female,32,Chennai,Telangana,2024-07-22,Consumer
CUST00914,Customer_00914,Male,55,Delhi,Karnataka,2025-08-21,Consumer
CUST00915,Customer_00915,Female,31,Chennai,Karnataka,2023-11-24,Consumer
CUST00916,Customer_00916,Male,31,Chennai,Telangana,2023-06-02,Corporate
CUST00917,Customer_00917,Male,66,Chennai,West Bengal,2024-12-29,Consumer
CUST00918,Customer_00918,Female,25,Delhi,Maharashtra,2023-08-20,Consumer
CUST00919,Customer_00919,Female,25,Pune,Maharashtra,2023-06-25,Corporate
CUST00920,Customer_00920,Male,36,Delhi,Maharashtra,2024-07-04,Consumer
CUST00921,Customer_00921,Female,49,Ahmedabad,Maharashtra,2023-05-23,Consumer
CUST00922,Customer_00922,Male,48,Mumbai,Telangana,2023-01-17,Premium
CUST00923,Customer_00923,Female,46,Bengaluru,West Bengal,2023-09-06,Consumer
CUST00924,Customer_00924,Female,58,Bengaluru,Tamil Nadu,2025-11-24,Consumer
CUST00925,Customer_00925,Male,28,Pune,Delhi,2025-03-11,Corporate
CUST00926,Customer_00926,Male,62,Bengaluru,Delhi,2025-09-26,Consumer
CUST00927,Customer_00927,Male,30,Chennai,Delhi,2025-09-25,Consumer
CUST00928,Customer_00928,Female,44,Pune,Delhi,2023-05-26,Consumer
CUST00929,Customer_00929,Female,36,Bengaluru,Telangana,2025-07-14,Consumer
CUST00930,Customer_00930,Male,43,Delhi,Tamil Nadu,2024-12-27,Consumer
CUST00931,Customer_00931,Male,68,Mumbai,Telangana,2023-06-14,Consumer
CUST00932,Customer_00932,Female,54,Hyderabad,Tamil Nadu,2024-10-08,Consumer
CUST00933,Customer_00933,Other,65,Mumbai,Telangana,2024-10-29,Corporate
CUST00934,Customer_00934,Female,26,Bengaluru,West Bengal,2023-12-20,Premium
CUST00935,Customer_00935,Male,45,Pune,Karnataka,2025-07-31,Consumer
CUST00936,Customer_00936,Male,49,Kolkata,Tamil Nadu,2025-11-20,Consumer
CUST00937,Customer_00937,Male,69,Bengaluru,Delhi,2024-06-09,Consumer
CUST00938,Customer_00938,Female,20,Delhi,Tamil Nadu,2024-05-24,Consumer
CUST00939,Customer_00939,Male,68,Mumbai,Gujarat,2023-06-27,Corporate
CUST00940,Customer_00940,Female,49,Kolkata,Maharashtra,2023-11-25,Corporate
CUST00941,Customer_00941,Male,22,Delhi,Tamil Nadu,2025-03-11,Consumer
CUST00942,Customer_00942,Female,25,Ahmedabad,Gujarat,2024-11-18,Consumer
CUST00943,Customer_00943,Female,31,Ahmedabad,Maharashtra,2025-07-26,Consumer
CUST00944,Customer_00944,Female,20,Delhi,Gujarat,2025-09-06,Corporate
CUST00945,Customer_00945,Male,41,Hyderabad,Maharashtra,2025-01-04,Consumer
CUST00946,Customer_00946,Male,30,Delhi,Karnataka,2025-11-24,Consumer
CUST00947,Customer_00947,Male,60,Kolkata,Tamil Nadu,2023-10-24,Premium
CUST00948,Customer_00948,Female,46,Delhi,Gujarat,2024-09-13,Premium
CUST00949,Customer_00949,Female,25,Hyderabad,West Bengal,2025-06-27,Consumer
CUST00950,Customer_00950,Female,68,Ahmedabad,Karnataka,2025-11-28,Consumer
CUST00951,Customer_00951,Female,59,Chennai,Delhi,2024-12-06,Consumer
CUST00952,Customer_00952,Female,48,Kolkata,Tamil Nadu,2024-09-19,Consumer
CUST00953,Customer_00953,Male,43,Chennai,Telangana,2024-11-03,Corporate
CUST00954,Customer_00954,Female,35,Kolkata,Telangana,2024-02-24,Consumer
CUST00955,Customer_00955,Male,35,Pune,Telangana,2024-10-14,Consumer
CUST00956,Customer_00956,Male,24,Hyderabad,West Bengal,2025-04-03,Consumer
CUST00957,Customer_00957,Female,65,Pune,Gujarat,2024-12-13,Corporate
CUST00958,Customer_00958,Male,55,Pune,Gujarat,2025-05-16,Consumer
CUST00959,Customer_00959,Male,65,Ahmedabad,Maharashtra,2025-03-24,Consumer
CUST00960,Customer_00960,Female,33,Delhi,Telangana,2025-05-17,Corporate
CUST00961,Customer_00961,Male,50,Pune,Delhi,2023-04-23,Premium
CUST00962,Customer_00962,Female,68,Bengaluru,Gujarat,2025-07-28,Consumer
CUST00963,Customer_00963,Male,20,Kolkata,West Bengal,2023-06-23,Consumer
CUST00964,Customer_00964,Male,55,Ahmedabad,Tamil Nadu,2025-10-07,Consumer
CUST00965,Customer_00965,Male,21,Mumbai,Gujarat,2023-03-15,Consumer
CUST00966,Customer_00966,Male,53,Bengaluru,Tamil Nadu,2024-09-28,Corporate
CUST00967,Customer_00967,Female,21,Bengaluru,West Bengal,2023-02-01,Corporate
CUST00968,Customer_00968,Male,59,Delhi,Gujarat,2024-05-11,Consumer
CUST00969,Customer_00969,Female,26,Mumbai,Maharashtra,2023-07-14,Corporate
CUST00970,Customer_00970,Male,57,Pune,Maharashtra,2024-06-11,Premium
CUST00971,Customer_00971,Female,68,Mumbai,Maharashtra,2024-03-16,Consumer
CUST00972,Customer_00972,Female,34,Pune,Delhi,2024-12-24,Corporate
CUST00973,Customer_00973,Female,34,Chennai,Gujarat,2023-01-24,Consumer
CUST00974,Customer_00974,Male,50,Hyderabad,Tamil Nadu,2023-10-17,Consumer
CUST00975,Customer_00975,Male,37,Delhi,West Bengal,2025-06-14,Corporate
CUST00976,Customer_00976,Male,31,Pune,Gujarat,2023-11-04,Consumer
CUST00977,Customer_00977,Female,39,Pune,West Bengal,2023-10-31,Consumer
CUST00978,Customer_00978,Male,69,Mumbai,Karnataka,2024-09-22,Consumer
CUST00979,Customer_00979,Female,44,Delhi,Maharashtra,2025-08-08,Corporate
CUST00980,Customer_00980,Female,60,Kolkata,Telangana,2023-02-07,Premium
CUST00981,Customer_00981,Male,20,Pune,West Bengal,2024-01-21,Consumer
CUST00982,Customer_00982,Female,41,Chennai,Karnataka,2025-01-14,Consumer
CUST00983,Customer_00983,Male,47,Bengaluru,West Bengal,2023-03-23,Consumer
CUST00984,Customer_00984,Male,25,Pune,Karnataka,2023-02-19,Consumer
CUST00985,Customer_00985,Female,39,Mumbai,West Bengal,2024-10-30,Consumer
CUST00986,Customer_00986,Female,42,Kolkata,Maharashtra,2023-03-15,Consumer
CUST00987,Customer_00987,Female,27,Ahmedabad,Telangana,2025-09-28,Consumer
CUST00988,Customer_00988,Male,66,Chennai,Maharashtra,2024-11-25,Corporate
CUST00989,Customer_00989,Male,46,Delhi,West Bengal,2024-11-14,Corporate
CUST00990,Customer_00990,Female,57,Pune,Maharashtra,2023-12-22,Corporate
CUST00991,Customer_00991,Female,18,Chennai,Telangana,2025-10-10,Premium
CUST00992,Customer_00992,Female,69,Ahmedabad,Karnataka,2023-07-04,Consumer
CUST00993,Customer_00993,Male,38,Chennai,Karnataka,2023-06-03,Consumer
CUST00994,Customer_00994,Female,56,Kolkata,West Bengal,2025-05-03,Corporate
CUST00995,Customer_00995,Male,41,Chennai,Gujarat,2023-04-28,Consumer
CUST00996,Customer_00996,Male,26,Chennai,Telangana,2023-09-24,Consumer
CUST00997,Customer_00997,Female,61,Kolkata,Karnataka,2025-04-16,Consumer
CUST00998,Customer_00998,Male,43,Kolkata,Delhi,2023-09-12,Consumer
CUST00999,Customer_00999,Female,26,Ahmedabad,Maharashtra,2023-06-20,Consumer
CUST01000,Customer_01000,Male,37,Kolkata,West Bengal,2024-09-08,Corporate
CUST01001,Customer_01001,Male,52,Chennai,Delhi,2025-09-28,Premium
CUST01002,Customer_01002,Female,53,Chennai,Delhi,2024-07-01,Consumer
