order_id,product_id,quantity,unit_price,discount,gross_sales,discount_amount,net_sales
ORD000264,PROD0094,1,1585.84,0.0,1585.84,0.0,1585.84
ORD015744,PROD0239,4,3878.85,0.1,15515.4,1551.54,13963.86
ORD016437,PROD0143,3,2026.75,0.2,6080.25,1216.05,4864.2
ORD002379,PROD0125,3,1338.46,0.15,4015.38,602.31,3413.07
ORD012825,PROD0046,1,423.5,0.15,423.5,63.52,359.98
ORD005458,PROD0160,2,2652.37,0.05,5304.74,265.24,5039.5
ORD004497,PROD0177,1,1733.37,0.2,1733.37,346.67,1386.7
ORD000674,PROD0094,5,1585.84,0.0,7929.2,0.0,7929.2
ORD017231,PROD0010,5,1326.68,0.1,6633.4,663.34,5970.06
ORD009592,PROD0145,3,2107.82,0.15,6323.46,948.52,5374.94
ORD014441,PROD0148,2,2479.32,0.1,4958.64,495.86,4462.78
ORD012205,PROD0245,2,258.37,0.2,516.74,103.35,413.39
ORD016098,PROD0020,4,2005.81,0.2,8023.24,1604.65,6418.59
ORD013769,PROD0004,5,1005.11,0.15,5025.55,753.83,4271.72
ORD013165,PROD0119,4,1545.4,0.1,6181.6,618.16,5563.44
ORD010992,PROD0221,5,861.75,0.15,4308.75,646.31,3662.44
ORD005699,PROD0182,1,1491.37,0.0,1491.37,0.0,1491.37
ORD011019,PROD0092,3,2466.2,0.1,7398.6,739.86,6658.74
ORD004159,PROD0011,4,569.66,0.05,2278.64,113.93,2164.71
ORD002076,PROD0106,2,770.07,0.0,1540.14,0.0,1540.14
ORD007038,PROD0027,3,5305.88,0.1,15917.64,1591.76,14325.88
ORD015549,PROD0232,3,480.05,0.0,1440.15,0.0,1440.15
ORD000847,PROD0252,4,1091.64,0.0,4366.56,0.0,4366.56
ORD009590,PROD0128,4,414.27,0.1,1657.08,165.71,1491.37
ORD014621,PROD0273,3,1884.45,0.0,5653.35,0.0,5653.35
ORD015138,PROD0289,2,1376.41,0.1,2752.82,275.28,2477.54
ORD009982,PROD0061,3,1808.63,0.1,5425.89,542.59,4883.3
ORD014782,PROD0106,1,770.07,0.0,770.07,0.0,770.07
ORD009292,PROD0029,1,1224.14,0.1,1224.14,122.41,1101.73
ORD009090,PROD0063,1,453.52,0.1,453.52,45.35,408.17
ORD010278,PROD0037,4,1059.57,0.0,4238.28,0.0,4238.28
ORD016949,PROD0016,3,2382.58,0.1,7147.74,714.77,6432.97
ORD008636,PROD0170,1,1486.76,0.1,1486.76,148.68,1338.08
ORD003842,PROD0280,5,239.29,0.05,1196.45,59.82,1136.63
ORD003339,PROD0287,1,1180.58,0.05,1180.58,59.03,1121.55
ORD016602,PROD0099,5,550.57,0.05,2752.85,137.64,2615.21
ORD009374,PROD0130,4,1402.05,0.0,5608.2,0.0,5608.2
ORD013650,PROD0035,2,914.62,0.2,1829.24,365.85,1463.39
ORD013791,PROD0190,3,1494.94,0.05,4484.82,224.24,4260.58
ORD011165,PROD0182,3,1491.37,0.15,4474.11,671.12,3802.99
ORD011144,PROD0197,1,774.0,0.05,774.0,38.7,735.3
ORD003091,PROD0051,1,257.94,0.1,257.94,25.79,232.15
ORD015482,PROD0124,4,7033.68,0.2,28134.72,5626.94,22507.78
ORD009002,PROD0124,3,7033.68,0.05,21101.04,1055.05,20045.99
ORD007183,PROD0208,1,1605.39,0.0,1605.39,0.0,1605.39
ORD016832,PROD0209,3,4636.93,0.05,13910.79,695.54,13215.25
ORD011307,PROD0113,4,495.12,0.05,1980.48,99.02,1881.46
ORD002664,PROD0270,1,546.81,0.05,546.81,27.34,519.47
ORD001068,PROD0056,3,1815.37,0.1,5446.11,544.61,4901.5
ORD007897,PROD0117,4,1622.14,0.15,6488.56,973.28,5515.28
ORD013216,PROD0123,1,2787.07,0.1,2787.07,278.71,2508.36
ORD000474,PROD0162,4,377.71,0.15,1510.84,226.63,1284.21
ORD004327,PROD0166,5,655.43,0.0,3277.15,0.0,3277.15
ORD013783,PROD0017,2,5213.81,0.1,10427.62,1042.76,9384.86
ORD006419,PROD0048,1,2692.11,0.0,2692.11,0.0,2692.11
ORD005107,PROD0071,5,1519.69,0.2,7598.45,1519.69,6078.76
ORD003739,PROD0169,4,2484.01,0.2,9936.04,1987.21,7948.83
ORD013990,PROD0300,1,2550.36,0.0,2550.36,0.0,2550.36
ORD008313,PROD0104,5,917.71,0.1,4588.55,458.86,4129.69
ORD005034,PROD0178,1,1006.65,0.0,1006.65,0.0,1006.65
ORD008752,PROD0214,3,285.7,0.1,857.1,85.71,771.39
ORD005178,PROD0164,1,1896.67,0.05,1896.67,94.83,1801.84
ORD014923,PROD0289,2,1376.41,0.15,2752.82,412.92,2339.9
ORD002763,PROD0045,1,1204.82,0.1,1204.82,120.48,1084.34
ORD000295,PROD0073,2,3798.83,0.0,7597.66,0.0,7597.66
ORD011037,PROD0002,4,1122.65,0.05,4490.6,224.53,4266.07
ORD001224,PROD0001,1,2228.63,0.1,2228.63,222.86,2005.77
ORD014067,PROD0127,5,1166.2,0.15,5831.0,874.65,4956.35
ORD013522,PROD0291,3,859.37,0.15,2578.11,386.72,2191.39
ORD016852,PROD0292,4,526.18,0.05,2104.72,105.24,1999.48
ORD012799,PROD0045,1,1204.82,0.0,1204.82,0.0,1204.82
ORD008039,PROD0077,2,372.07,0.0,744.14,0.0,744.14
ORD009740,PROD0033,4,726.59,0.05,2906.36,145.32,2761.04
ORD001997,PROD0279,4,1760.62,0.1,7042.48,704.25,6338.23
ORD017759,PROD0149,4,231.51,0.0,926.04,0.0,926.04
ORD013598,PROD0063,5,453.52,0.0,2267.6,0.0,2267.6
ORD014994,PROD0036,3,2265.4,0.0,6796.2,0.0,6796.2
ORD001310,PROD0165,3,1341.44,0.0,4024.32,0.0,4024.32
ORD011628,PROD0257,1,994.46,0.1,994.46,99.45,895.01
ORD013982,PROD0282,4,1059.41,0.0,4237.64,0.0,4237.64
ORD016873,PROD0170,5,1486.76,0.05,7433.8,371.69,7062.11
ORD005743,PROD0232,2,480.05,0.0,960.1,0.0,960.1
ORD009420,PROD0078,3,1498.55,0.05,4495.65,224.78,4270.87
ORD003888,PROD0250,1,468.3,0.0,468.3,0.0,468.3
ORD004068,PROD0190,5,1494.94,0.05,7474.7,373.74,7100.96
ORD010418,PROD0252,5,1091.64,0.05,5458.2,272.91,5185.29
ORD012313,PROD0300,1,2550.36,0.2,2550.36,510.07,2040.29
ORD006069,PROD0164,3,1896.67,0.05,5690.01,284.5,5405.51
ORD015512,PROD0260,3,2453.91,0.1,7361.73,736.17,6625.56
ORD007787,PROD0149,3,231.51,0.05,694.53,34.73,659.8
ORD015583,PROD0114,3,983.9,0.1,2951.7,295.17,2656.53
ORD009385,PROD0017,1,5213.81,0.1,5213.81,521.38,4692.43
ORD004086,PROD0272,2,834.67,0.0,1669.34,0.0,1669.34
ORD013533,PROD0041,2,566.23,0.2,1132.46,226.49,905.97
ORD015582,PROD0194,1,2044.13,0.15,2044.13,306.62,1737.51
ORD013336,PROD0038,3,1310.24,0.15,3930.72,589.61,3341.11
ORD008486,PROD0082,5,835.72,0.0,4178.6,0.0,4178.6
ORD011317,PROD0165,4,1341.44,0.05,5365.76,268.29,5097.47
ORD012292,PROD0050,1,138.33,0.2,138.33,27.67,110.66
ORD006459,PROD0219,4,1088.5,0.0,4354.0,0.0,4354.0
ORD008377,PROD0129,3,2715.49,0.05,8146.47,407.32,7739.15
ORD002203,PROD0252,2,1091.64,0.0,2183.28,0.0,2183.28
ORD003514,PROD0193,1,3394.61,0.05,3394.61,169.73,3224.88
ORD009252,PROD0065,4,298.49,0.1,1193.96,119.4,1074.56
ORD000331,PROD0044,5,2277.54,0.0,11387.7,0.0,11387.7
ORD014454,PROD0140,4,4498.4,0.15,17993.6,2699.04,15294.56
ORD005680,PROD0101,4,3596.1,0.1,14384.4,1438.44,12945.96
ORD011400,PROD0189,4,260.5,0.0,1042.0,0.0,1042.0
ORD017464,PROD0013,3,2230.9,0.15,6692.7,1003.9,5688.8
ORD012505,PROD0298,5,392.05,0.15,1960.25,294.04,1666.21
ORD006829,PROD0174,1,1681.39,0.1,1681.39,168.14,1513.25
ORD009719,PROD0209,1,4636.93,0.15,4636.93,695.54,3941.39
ORD013669,PROD0298,4,392.05,0.05,1568.2,78.41,1489.79
ORD012377,PROD0144,4,1097.89,0.1,4391.56,439.16,3952.4
ORD012467,PROD0254,3,1021.7,0.05,3065.1,153.26,2911.84
ORD007768,PROD0172,3,3513.98,0.1,10541.94,1054.19,9487.75
ORD014638,PROD0109,4,315.2,0.15,1260.8,189.12,1071.68
ORD000535,PROD0022,2,174.42,0.0,348.84,0.0,348.84
ORD006876,PROD0291,5,859.37,0.0,4296.85,0.0,4296.85
ORD006788,PROD0105,4,813.74,0.2,3254.96,650.99,2603.97
ORD017539,PROD0073,3,3798.83,0.0,11396.49,0.0,11396.49
ORD006694,PROD0199,1,919.06,0.0,919.06,0.0,919.06
ORD000947,PROD0245,2,258.37,0.05,516.74,25.84,490.9
ORD008083,PROD0076,1,1911.33,0.0,1911.33,0.0,1911.33
ORD003144,PROD0064,5,706.46,0.15,3532.3,529.84,3002.46
ORD014275,PROD0287,5,1180.58,0.1,5902.9,590.29,5312.61
ORD006317,PROD0129,4,2715.49,0.0,10861.96,0.0,10861.96
ORD005082,PROD0231,3,1734.21,0.0,5202.63,0.0,5202.63
ORD006098,PROD0101,3,3596.1,0.15,10788.3,1618.24,9170.06
ORD006578,PROD0148,5,2479.32,0.0,12396.6,0.0,12396.6
ORD014992,PROD0201,5,1107.62,0.1,5538.1,553.81,4984.29
ORD016046,PROD0240,2,1736.87,0.05,3473.74,173.69,3300.05
ORD015579,PROD0098,2,1788.67,0.0,3577.34,0.0,3577.34
ORD013845,PROD0272,3,834.67,0.0,2504.01,0.0,2504.01
ORD006812,PROD0247,3,1013.19,0.1,3039.57,303.96,2735.61
ORD007109,PROD0183,2,606.73,0.1,1213.46,121.35,1092.11
ORD000703,PROD0026,2,926.18,0.1,1852.36,185.24,1667.12
ORD004244,PROD0193,2,3394.61,0.0,6789.22,0.0,6789.22
ORD017799,PROD0085,5,2361.96,0.05,11809.8,590.49,11219.31
ORD016510,PROD0101,5,3596.1,0.05,17980.5,899.03,17081.47
ORD016901,PROD0253,1,3782.92,0.0,3782.92,0.0,3782.92
ORD015817,PROD0200,2,1906.63,0.0,3813.26,0.0,3813.26
ORD017547,PROD0213,2,475.42,0.05,950.84,47.54,903.3
ORD012950,PROD0177,4,1733.37,0.0,6933.48,0.0,6933.48
ORD002845,PROD0083,5,1558.0,0.2,7790.0,1558.0,6232.0
ORD012681,PROD0201,4,1107.62,0.05,4430.48,221.52,4208.96
ORD012255,PROD0117,5,1622.14,0.2,8110.7,1622.14,6488.56
ORD000061,PROD0174,2,1681.39,0.0,3362.78,0.0,3362.78
ORD002222,PROD0129,5,2715.49,0.15,13577.45,2036.62,11540.83
ORD004907,PROD0044,2,2277.54,0.0,4555.08,0.0,4555.08
ORD006691,PROD0132,3,1663.98,0.0,4991.94,0.0,4991.94
ORD008264,PROD0031,1,2790.09,0.0,2790.09,0.0,2790.09
ORD008540,PROD0271,5,1034.8,0.0,5174.0,0.0,5174.0
ORD011412,PROD0001,2,2228.63,0.15,4457.26,668.59,3788.67
ORD003886,PROD0200,1,1906.63,0.1,1906.63,190.66,1715.97
ORD002628,PROD0251,3,1056.88,0.2,3170.64,634.13,2536.51
ORD013633,PROD0283,3,1585.65,0.1,4756.95,475.7,4281.25
ORD015091,PROD0013,4,2230.9,0.1,8923.6,892.36,8031.24
ORD002689,PROD0199,2,919.06,0.1,1838.12,183.81,1654.31
ORD005274,PROD0162,2,377.71,0.05,755.42,37.77,717.65
ORD009512,PROD0161,1,1467.22,0.05,1467.22,73.36,1393.86
ORD008410,PROD0087,4,2381.84,0.0,9527.36,0.0,9527.36
ORD006663,PROD0208,3,1605.39,0.2,4816.17,963.23,3852.94
ORD011458,PROD0171,5,619.82,0.0,3099.1,0.0,3099.1
ORD011165,PROD0087,4,2381.84,0.1,9527.36,952.74,8574.62
ORD013423,PROD0089,4,390.25,0.2,1561.0,312.2,1248.8
ORD003473,PROD0135,1,1098.25,0.0,1098.25,0.0,1098.25
ORD010444,PROD0295,4,450.65,0.0,1802.6,0.0,1802.6
ORD012960,PROD0194,1,2044.13,0.05,2044.13,102.21,1941.92
ORD002094,PROD0217,2,748.27,0.15,1496.54,224.48,1272.06
ORD013082,PROD0237,1,1008.9,0.0,1008.9,0.0,1008.9
ORD001575,PROD0036,2,2265.4,0.2,4530.8,906.16,3624.64
ORD009174,PROD0192,2,2094.72,0.05,4189.44,209.47,3979.97
ORD002501,PROD0206,4,512.36,0.1,2049.44,204.94,1844.5
ORD003724,PROD0233,2,865.79,0.15,1731.58,259.74,1471.84
ORD005076,PROD0210,4,539.67,0.15,2158.68,323.8,1834.88
ORD009812,PROD0132,2,1663.98,0.1,3327.96,332.8,2995.16
ORD010029,PROD0223,2,1507.47,0.05,3014.94,150.75,2864.19
ORD000112,PROD0022,2,174.42,0.2,348.84,69.77,279.07
ORD012014,PROD0071,2,1519.69,0.1,3039.38,303.94,2735.44
ORD017644,PROD0132,5,1663.98,0.1,8319.9,831.99,7487.91
ORD011187,PROD0022,4,174.42,0.0,697.68,0.0,697.68
ORD014596,PROD0190,3,1494.94,0.0,4484.82,0.0,4484.82
ORD002640,PROD0099,2,550.57,0.0,1101.14,0.0,1101.14
ORD003576,PROD0296,5,605.83,0.15,3029.15,454.37,2574.78
ORD003919,PROD0020,3,2005.81,0.0,6017.43,0.0,6017.43
ORD006202,PROD0065,3,298.49,0.05,895.47,44.77,850.7
ORD007906,PROD0241,5,215.23,0.2,1076.15,215.23,860.92
ORD013706,PROD0151,3,938.09,0.1,2814.27,281.43,2532.84
ORD000493,PROD0035,4,914.62,0.0,3658.48,0.0,3658.48
ORD009424,PROD0092,3,2466.2,0.1,7398.6,739.86,6658.74
ORD004809,PROD0187,4,2575.23,0.1,10300.92,1030.09,9270.83
ORD016794,PROD0014,3,596.75,0.15,1790.25,268.54,1521.71
ORD015928,PROD0250,3,468.3,0.0,1404.9,0.0,1404.9
ORD010194,PROD0300,2,2550.36,0.0,5100.72,0.0,5100.72
ORD017016,PROD0150,3,1469.35,0.05,4408.05,220.4,4187.65
ORD016950,PROD0028,2,740.62,0.1,1481.24,148.12,1333.12
ORD000466,PROD0059,4,3884.69,0.0,15538.76,0.0,15538.76
ORD016524,PROD0175,3,2260.04,0.05,6780.12,339.01,6441.11
ORD003623,PROD0068,2,2579.6,0.0,5159.2,0.0,5159.2
ORD003796,PROD0070,5,2065.33,0.05,10326.65,516.33,9810.32
ORD004276,PROD0112,5,3157.32,0.1,15786.6,1578.66,14207.94
ORD008742,PROD0031,4,2790.09,0.15,11160.36,1674.05,9486.31
ORD016865,PROD0014,3,596.75,0.2,1790.25,358.05,1432.2
ORD011573,PROD0109,3,315.2,0.1,945.6,94.56,851.04
ORD004425,PROD0103,4,814.61,0.1,3258.44,325.84,2932.6
ORD000129,PROD0021,1,2017.39,0.15,2017.39,302.61,1714.78
ORD015957,PROD0269,1,528.68,0.0,528.68,0.0,528.68
ORD003437,PROD0203,5,1208.94,0.15,6044.7,906.7,5138.0
ORD005620,PROD0227,5,663.99,0.1,3319.95,332.0,2987.95
ORD002510,PROD0127,2,1166.2,0.1,2332.4,233.24,2099.16
ORD014011,PROD0068,1,2579.6,0.05,2579.6,128.98,2450.62
ORD015757,PROD0012,4,2384.44,0.15,9537.76,1430.66,8107.1
ORD016125,PROD0048,4,2692.11,0.05,10768.44,538.42,10230.02
ORD006104,PROD0104,1,917.71,0.05,917.71,45.89,871.82
ORD012794,PROD0064,4,706.46,0.0,2825.84,0.0,2825.84
ORD007900,PROD0143,3,2026.75,0.15,6080.25,912.04,5168.21
ORD010916,PROD0272,5,834.67,0.05,4173.35,208.67,3964.68
ORD001370,PROD0103,5,814.61,0.05,4073.05,203.65,3869.4
ORD005396,PROD0178,1,1006.65,0.0,1006.65,0.0,1006.65
ORD001733,PROD0297,2,359.44,0.05,718.88,35.94,682.94
ORD011539,PROD0004,3,1005.11,0.1,3015.33,301.53,2713.8
ORD009366,PROD0264,1,409.67,0.15,409.67,61.45,348.22
ORD002244,PROD0089,2,390.25,0.0,780.5,0.0,780.5
ORD009741,PROD0242,5,1251.99,0.15,6259.95,938.99,5320.96
ORD006736,PROD0033,1,726.59,0.1,726.59,72.66,653.93
ORD015508,PROD0005,5,5350.44,0.1,26752.2,2675.22,24076.98
ORD011483,PROD0061,5,1808.63,0.1,9043.15,904.32,8138.83
ORD014481,PROD0152,2,3664.43,0.2,7328.86,1465.77,5863.09
ORD007191,PROD0225,1,670.12,0.05,670.12,33.51,636.61
ORD014723,PROD0238,5,1179.28,0.1,5896.4,589.64,5306.76
ORD005754,PROD0027,5,5305.88,0.1,26529.4,2652.94,23876.46
ORD015195,PROD0157,1,1342.68,0.05,1342.68,67.13,1275.55
ORD007106,PROD0067,5,1836.4,0.1,9182.0,918.2,8263.8
ORD017284,PROD0094,2,1585.84,0.0,3171.68,0.0,3171.68
ORD016729,PROD0037,5,1059.57,0.1,5297.85,529.79,4768.06
ORD009399,PROD0220,2,1249.15,0.05,2498.3,124.92,2373.38
ORD001218,PROD0247,4,1013.19,0.15,4052.76,607.91,3444.85
ORD001063,PROD0120,5,3592.34,0.0,17961.7,0.0,17961.7
ORD009407,PROD0130,4,1402.05,0.1,5608.2,560.82,5047.38
ORD005126,PROD0037,1,1059.57,0.15,1059.57,158.94,900.63
ORD003724,PROD0073,4,3798.83,0.0,15195.32,0.0,15195.32
ORD007181,PROD0204,5,1064.24,0.2,5321.2,1064.24,4256.96
ORD006572,PROD0200,3,1906.63,0.0,5719.89,0.0,5719.89
ORD011318,PROD0193,1,3394.61,0.1,3394.61,339.46,3055.15
ORD016243,PROD0176,1,890.34,0.15,890.34,133.55,756.79
ORD011316,PROD0175,3,2260.04,0.0,6780.12,0.0,6780.12
ORD017193,PROD0206,3,512.36,0.2,1537.08,307.42,1229.66
ORD008079,PROD0223,2,1507.47,0.05,3014.94,150.75,2864.19
ORD008482,PROD0003,3,2931.9,0.1,8795.7,879.57,7916.13
ORD013820,PROD0164,4,1896.67,0.15,7586.68,1138.0,6448.68
ORD012199,PROD0084,3,787.16,0.05,2361.48,118.07,2243.41
ORD006705,PROD0031,4,2790.09,0.1,11160.36,1116.04,10044.32
ORD008342,PROD0087,5,2381.84,0.0,11909.2,0.0,11909.2
ORD016854,PROD0056,1,1815.37,0.0,1815.37,0.0,1815.37
ORD014037,PROD0274,2,356.93,0.2,713.86,142.77,571.09
ORD000377,PROD0122,2,768.92,0.05,1537.84,76.89,1460.95
ORD002791,PROD0221,1,861.75,0.2,861.75,172.35,689.4
ORD015389,PROD0197,1,774.0,0.0,774.0,0.0,774.0
ORD010467,PROD0186,3,324.33,0.1,972.99,97.3,875.69
ORD014167,PROD0070,1,2065.33,0.0,2065.33,0.0,2065.33
ORD004883,PROD0213,1,475.42,0.1,475.42,47.54,427.88
ORD014724,PROD0181,1,218.55,0.15,218.55,32.78,185.77
ORD000950,PROD0201,4,1107.62,0.1,4430.48,443.05,3987.43
ORD013467,PROD0249,4,4012.64,0.15,16050.56,2407.58,13642.98
ORD016487,PROD0120,5,3592.34,0.0,17961.7,0.0,17961.7
ORD003387,PROD0032,3,1792.53,0.0,5377.59,0.0,5377.59
ORD003619,PROD0217,5,748.27,0.1,3741.35,374.14,3367.21
ORD017368,PROD0121,3,1762.91,0.0,5288.73,0.0,5288.73
ORD016693,PROD0103,5,814.61,0.05,4073.05,203.65,3869.4
ORD008205,PROD0153,2,192.77,0.0,385.54,0.0,385.54
ORD003493,PROD0256,2,895.23,0.1,1790.46,179.05,1611.41
ORD003203,PROD0061,4,1808.63,0.0,7234.52,0.0,7234.52
ORD017670,PROD0140,2,4498.4,0.0,8996.8,0.0,8996.8
ORD000693,PROD0124,4,7033.68,0.2,28134.72,5626.94,22507.78
ORD016249,PROD0108,2,1195.6,0.1,2391.2,239.12,2152.08
ORD017659,PROD0114,1,983.9,0.1,983.9,98.39,885.51
ORD016329,PROD0228,5,1012.55,0.05,5062.75,253.14,4809.61
ORD005422,PROD0215,2,496.9,0.05,993.8,49.69,944.11
ORD015561,PROD0226,3,322.28,0.1,966.84,96.68,870.16
ORD006127,PROD0236,5,1243.22,0.0,6216.1,0.0,6216.1
ORD016860,PROD0224,5,4037.97,0.05,20189.85,1009.49,19180.36
ORD012353,PROD0262,5,1081.48,0.0,5407.4,0.0,5407.4
ORD007978,PROD0022,1,174.42,0.1,174.42,17.44,156.98
ORD013094,PROD0151,5,938.09,0.05,4690.45,234.52,4455.93
ORD016670,PROD0120,4,3592.34,0.15,14369.36,2155.4,12213.96
ORD007360,PROD0163,1,703.11,0.15,703.11,105.47,597.64
ORD006259,PROD0113,4,495.12,0.0,1980.48,0.0,1980.48
ORD009654,PROD0142,3,536.55,0.0,1609.65,0.0,1609.65
ORD011239,PROD0286,2,722.33,0.0,1444.66,0.0,1444.66
ORD000155,PROD0150,1,1469.35,0.05,1469.35,73.47,1395.88
ORD003321,PROD0272,3,834.67,0.15,2504.01,375.6,2128.41
ORD011687,PROD0221,4,861.75,0.1,3447.0,344.7,3102.3
ORD015113,PROD0110,5,2045.64,0.1,10228.2,1022.82,9205.38
ORD015449,PROD0106,1,770.07,0.0,770.07,0.0,770.07
ORD000288,PROD0256,2,895.23,0.15,1790.46,268.57,1521.89
ORD005885,PROD0130,5,1402.05,0.15,7010.25,1051.54,5958.71
ORD016613,PROD0191,2,425.27,0.0,850.54,0.0,850.54
ORD005850,PROD0271,2,1034.8,0.1,2069.6,206.96,1862.64
ORD015899,PROD0019,4,2132.91,0.0,8531.64,0.0,8531.64
ORD011460,PROD0252,5,1091.64,0.05,5458.2,272.91,5185.29
ORD008641,PROD0094,4,1585.84,0.0,6343.36,0.0,6343.36
ORD013635,PROD0104,1,917.71,0.15,917.71,137.66,780.05
ORD012083,PROD0021,1,2017.39,0.05,2017.39,100.87,1916.52
ORD012403,PROD0283,3,1585.65,0.0,4756.95,0.0,4756.95
ORD004177,PROD0019,4,2132.91,0.2,8531.64,1706.33,6825.31
ORD011487,PROD0026,4,926.18,0.05,3704.72,185.24,3519.48
ORD015393,PROD0253,5,3782.92,0.1,18914.6,1891.46,17023.14
ORD012417,PROD0177,1,1733.37,0.15,1733.37,260.01,1473.36
ORD002398,PROD0254,3,1021.7,0.2,3065.1,613.02,2452.08
ORD000397,PROD0153,1,192.77,0.05,192.77,9.64,183.13
ORD016878,PROD0077,4,372.07,0.05,1488.28,74.41,1413.87
ORD013315,PROD0202,3,1039.91,0.0,3119.73,0.0,3119.73
ORD007628,PROD0088,2,255.81,0.1,511.62,51.16,460.46
ORD015433,PROD0120,1,3592.34,0.2,3592.34,718.47,2873.87
ORD005988,PROD0107,4,416.19,0.15,1664.76,249.71,1415.05
ORD011554,PROD0098,4,1788.67,0.05,7154.68,357.73,6796.95
ORD006050,PROD0142,3,536.55,0.05,1609.65,80.48,1529.17
ORD000829,PROD0122,4,768.92,0.2,3075.68,615.14,2460.54
ORD012635,PROD0114,3,983.9,0.2,2951.7,590.34,2361.36
ORD011570,PROD0204,3,1064.24,0.0,3192.72,0.0,3192.72
ORD013221,PROD0278,5,1418.31,0.2,7091.55,1418.31,5673.24
ORD014668,PROD0225,1,670.12,0.1,670.12,67.01,603.11
ORD016671,PROD0210,3,539.67,0.0,1619.01,0.0,1619.01
ORD008732,PROD0120,4,3592.34,0.15,14369.36,2155.4,12213.96
ORD012090,PROD0204,2,1064.24,0.05,2128.48,106.42,2022.06
ORD002507,PROD0098,5,1788.67,0.05,8943.35,447.17,8496.18
ORD006193,PROD0271,3,1034.8,0.0,3104.4,0.0,3104.4
ORD002937,PROD0040,1,5448.94,0.1,5448.94,544.89,4904.05
ORD000002,PROD0193,5,3394.61,0.15,16973.05,2545.96,14427.09
ORD004591,PROD0181,3,218.55,0.15,655.65,98.35,557.3
ORD005488,PROD0266,2,1066.97,0.0,2133.94,0.0,2133.94
ORD014281,PROD0240,5,1736.87,0.0,8684.35,0.0,8684.35
ORD010427,PROD0293,1,1136.47,0.15,1136.47,170.47,966.0
ORD003560,PROD0294,2,608.79,0.0,1217.58,0.0,1217.58
ORD003264,PROD0045,4,1204.82,0.15,4819.28,722.89,4096.39
ORD007432,PROD0138,2,2041.26,0.05,4082.52,204.13,3878.39
ORD003433,PROD0278,4,1418.31,0.05,5673.24,283.66,5389.58
ORD008198,PROD0075,1,993.75,0.1,993.75,99.38,894.37
ORD010724,PROD0097,3,2244.75,0.1,6734.25,673.42,6060.83
ORD004495,PROD0110,2,2045.64,0.05,4091.28,204.56,3886.72
ORD013846,PROD0098,1,1788.67,0.05,1788.67,89.43,1699.24
ORD012786,PROD0062,2,1731.8,0.15,3463.6,519.54,2944.06
ORD014256,PROD0137,3,445.2,0.15,1335.6,200.34,1135.26
ORD005425,PROD0210,5,539.67,0.2,2698.35,539.67,2158.68
ORD007619,PROD0286,2,722.33,0.1,1444.66,144.47,1300.19
ORD011044,PROD0277,3,668.68,0.0,2006.04,0.0,2006.04
ORD012383,PROD0029,3,1224.14,0.05,3672.42,183.62,3488.8
ORD002590,PROD0168,5,1759.17,0.0,8795.85,0.0,8795.85
ORD001545,PROD0145,2,2107.82,0.15,4215.64,632.35,3583.29
ORD006770,PROD0196,2,624.67,0.1,1249.34,124.93,1124.41
ORD008561,PROD0097,3,2244.75,0.2,6734.25,1346.85,5387.4
ORD003678,PROD0064,2,706.46,0.15,1412.92,211.94,1200.98
ORD012134,PROD0279,5,1760.62,0.0,8803.1,0.0,8803.1
ORD006180,PROD0152,2,3664.43,0.15,7328.86,1099.33,6229.53
ORD008294,PROD0135,2,1098.25,0.1,2196.5,219.65,1976.85
ORD013185,PROD0264,4,409.67,0.1,1638.68,163.87,1474.81
ORD008934,PROD0259,3,272.42,0.15,817.26,122.59,694.67
ORD007720,PROD0243,3,4498.92,0.0,13496.76,0.0,13496.76
ORD006096,PROD0219,4,1088.5,0.0,4354.0,0.0,4354.0
ORD003903,PROD0132,2,1663.98,0.0,3327.96,0.0,3327.96
ORD016580,PROD0063,2,453.52,0.0,907.04,0.0,907.04
ORD015989,PROD0194,5,2044.13,0.05,10220.65,511.03,9709.62
ORD012938,PROD0069,1,6450.78,0.2,6450.78,1290.16,5160.62
ORD004863,PROD0131,1,719.35,0.1,719.35,71.94,647.41
ORD002929,PROD0157,3,1342.68,0.2,4028.04,805.61,3222.43
ORD016992,PROD0190,4,1494.94,0.2,5979.76,1195.95,4783.81
ORD002561,PROD0289,5,1376.41,0.0,6882.05,0.0,6882.05
ORD005580,PROD0170,2,1486.76,0.0,2973.52,0.0,2973.52
ORD017848,PROD0251,4,1056.88,0.1,4227.52,422.75,3804.77
ORD015064,PROD0234,5,1884.98,0.2,9424.9,1884.98,7539.92
ORD003293,PROD0134,2,938.67,0.15,1877.34,281.6,1595.74
ORD002221,PROD0112,2,3157.32,0.1,6314.64,631.46,5683.18
ORD004208,PROD0177,1,1733.37,0.15,1733.37,260.01,1473.36
ORD014115,PROD0072,2,4756.76,0.15,9513.52,1427.03,8086.49
ORD011951,PROD0265,3,709.86,0.05,2129.58,106.48,2023.1
ORD002148,PROD0253,5,3782.92,0.2,18914.6,3782.92,15131.68
ORD003011,PROD0270,3,546.81,0.0,1640.43,0.0,1640.43
ORD002576,PROD0152,4,3664.43,0.0,14657.72,0.0,14657.72
ORD016231,PROD0072,4,4756.76,0.05,19027.04,951.35,18075.69
ORD013057,PROD0161,2,1467.22,0.0,2934.44,0.0,2934.44
ORD005059,PROD0250,5,468.3,0.1,2341.5,234.15,2107.35
ORD004388,PROD0029,2,1224.14,0.1,2448.28,244.83,2203.45
